,State,Year,Quarter,Pincode,Registered_users
3563,Kerala,2019,3,682035,14451
3564,Kerala,2019,3,682032,13667
3565,Kerala,2019,3,673032,12880
3566,Kerala,2019,3,682301,12671
3567,Kerala,2019,3,673016,11696
3568,Kerala,2019,4,682042,22058
3569,Kerala,2019,4,695001,20669
3570,Kerala,2019,4,682024,19609
3571,Kerala,2019,4,682025,17548
3572,Kerala,2019,4,682020,17137
3573,Kerala,2019,4,682035,16535
3574,Kerala,2019,4,682032,15426
3575,Kerala,2019,4,673032,14691
3576,Kerala,2019,4,682301,14302
3577,Kerala,2019,4,673016,13376
3578,Kerala,2020,1,682042,24196
3579,Kerala,2020,1,695001,23318
3580,Kerala,2020,1,682024,21814
3581,Kerala,2020,1,682025,19682
3582,Kerala,2020,1,682020,19029
3583,Kerala,2020,1,682035,18386
3584,Kerala,2020,1,682032,17081
3585,Kerala,2020,1,673032,16527
3586,Kerala,2020,1,682301,15989
3587,Kerala,2020,1,670645,15732
3588,Kerala,2020,2,682042,25856
3589,Kerala,2020,2,695001,25442
3590,Kerala,2020,2,682024,23419
3591,Kerala,2020,2,682025,21261
3592,Kerala,2020,2,682020,20457
3593,Kerala,2020,2,682035,19671
3594,Kerala,2020,2,670645,18592
3595,Kerala,2020,2,682032,18399
3596,Kerala,2020,2,673032,18059
3597,Kerala,2020,2,682301,17516
3598,Kerala,2020,3,682042,28485
3599,Kerala,2020,3,695001,28191
3600,Kerala,2020,3,682024,26104
3601,Kerala,2020,3,682025,23781
3602,Kerala,2020,3,682020,22893
3603,Kerala,2020,3,682035,21786
3604,Kerala,2020,3,670645,21694
3605,Kerala,2020,3,682032,20470
3606,Kerala,2020,3,673032,20253
3607,Kerala,2020,3,682301,20008
3608,Kerala,2020,4,682042,31620
3609,Kerala,2020,4,695001,31411
3610,Kerala,2020,4,682024,29392
3611,Kerala,2020,4,682025,26893
3612,Kerala,2020,4,682020,25856
3613,Kerala,2020,4,670645,24709
3614,Kerala,2020,4,682035,24248
3615,Kerala,2020,4,682032,22958
3616,Kerala,2020,4,673032,22837
3617,Kerala,2020,4,673592,22730
3618,Kerala,2021,1,682042,34103
3619,Kerala,2021,1,695001,33913
3620,Kerala,2021,1,682024,31763
3621,Kerala,2021,1,682025,29029
3622,Kerala,2021,1,682020,27924
3623,Kerala,2021,1,670645,26911
3624,Kerala,2021,1,682035,26156
3625,Kerala,2021,1,673592,24788
3626,Kerala,2021,1,673032,24778
3627,Kerala,2021,1,682032,24752
3628,Kerala,2021,2,682042,36378
3629,Kerala,2021,2,695001,36185
3630,Kerala,2021,2,682024,33834
3631,Kerala,2021,2,682025,30965
3632,Kerala,2021,2,682020,29826
3633,Kerala,2021,2,670645,28806
3634,Kerala,2021,2,682035,27927
3635,Kerala,2021,2,673592,26554
3636,Kerala,2021,2,682032,26390
3637,Kerala,2021,2,673032,26355
3638,Kerala,2021,3,682042,38880
3639,Kerala,2021,3,695001,38710
3640,Kerala,2021,3,682024,36108
3641,Kerala,2021,3,682025,33080
3642,Kerala,2021,3,682020,31859
3643,Kerala,2021,3,670645,30931
3644,Kerala,2021,3,682035,29804
3645,Kerala,2021,3,673592,28563
3646,Kerala,2021,3,682032,28166
3647,Kerala,2021,3,673032,28073
3648,Kerala,2021,4,682042,41448
3649,Kerala,2021,4,695001,41207
3650,Kerala,2021,4,682024,38351
3651,Kerala,2021,4,682025,35172
3652,Kerala,2021,4,682020,33886
3653,Kerala,2021,4,670645,32968
3654,Kerala,2021,4,682035,31716
3655,Kerala,2021,4,673592,30447
3656,Kerala,2021,4,682032,30009
3657,Kerala,2021,4,673032,29788
3658,Kerala,2022,1,682042,43832
3659,Kerala,2022,1,695001,43506
3660,Kerala,2022,1,682024,40513
3661,Kerala,2022,1,682025,37172
3662,Kerala,2022,1,682020,35790
3663,Kerala,2022,1,670645,34974
3664,Kerala,2022,1,682035,33556
3665,Kerala,2022,1,673592,32286
3666,Kerala,2022,1,682032,31679
3667,Kerala,2022,1,682301,31551
3668,Kerala,2022,2,682042,46049
3669,Kerala,2022,2,695001,45760
3670,Kerala,2022,2,682024,42517
3671,Kerala,2022,2,682025,39062
3672,Kerala,2022,2,682020,37658
3673,Kerala,2022,2,670645,36777
3674,Kerala,2022,2,682035,35277
3675,Kerala,2022,2,673592,33986
3676,Kerala,2022,2,682032,33271
3677,Kerala,2022,2,682301,33154
3678,Kerala,2022,3,682042,48385
3679,Kerala,2022,3,695001,48080
3680,Kerala,2022,3,682024,44605
3681,Kerala,2022,3,682025,41047
3682,Kerala,2022,3,682020,39537
3683,Kerala,2022,3,670645,38662
3684,Kerala,2022,3,682035,37065
3685,Kerala,2022,3,673592,35697
3686,Kerala,2022,3,682032,34936
3687,Kerala,2022,3,682301,34880
3688,Kerala,2022,4,682042,50726
3689,Kerala,2022,4,695001,50448
3690,Kerala,2022,4,682024,46703
3691,Kerala,2022,4,682025,42979
3692,Kerala,2022,4,682020,41421
3693,Kerala,2022,4,670645,40256
3694,Kerala,2022,4,682035,38857
3695,Kerala,2022,4,673592,37241
3696,Kerala,2022,4,682032,36609
3697,Kerala,2022,4,682301,36567
3698,Kerala,2023,1,682042,52947
3699,Kerala,2023,1,695001,52622
3700,Kerala,2023,1,682024,48663
3701,Kerala,2023,1,682025,44808
3702,Kerala,2023,1,682020,43203
3703,Kerala,2023,1,670645,41939
3704,Kerala,2023,1,682035,40564
3705,Kerala,2023,1,673592,38815
3706,Kerala,2023,1,682301,38160
3707,Kerala,2023,1,682032,38133
3708,Kerala,2023,2,682042,54820
3709,Kerala,2023,2,695001,54455
3710,Kerala,2023,2,682024,50392
3711,Kerala,2023,2,682025,46400
3712,Kerala,2023,2,682020,44692
3713,Kerala,2023,2,670645,43529
3714,Kerala,2023,2,682035,41999
3715,Kerala,2023,2,673592,40332
3716,Kerala,2023,2,682301,39558
3717,Kerala,2023,2,682032,39475
3718,Ladakh,2018,1,194104,2329
3719,Ladakh,2018,1,194101,1584
3720,Ladakh,2018,1,194201,1397
3721,Ladakh,2018,1,194401,670
3722,Ladakh,2018,1,194107,641
3723,Ladakh,2018,1,194103,458
3724,Ladakh,2018,1,194102,353
3725,Ladakh,2018,1,194105,259
3726,Ladakh,2018,1,194106,255
3727,Ladakh,2018,1,194703,241
3728,Ladakh,2018,2,194104,3343
3729,Ladakh,2018,2,194101,2388
3730,Ladakh,2018,2,194201,2112
3731,Ladakh,2018,2,194107,984
3732,Ladakh,2018,2,194401,943
3733,Ladakh,2018,2,194103,655
3734,Ladakh,2018,2,194102,511
3735,Ladakh,2018,2,194105,361
3736,Ladakh,2018,2,194106,357
3737,Ladakh,2018,2,194703,342
3738,Ladakh,2018,3,194104,4461
3739,Ladakh,2018,3,194101,3292
3740,Ladakh,2018,3,194201,2882
3741,Ladakh,2018,3,194107,1385
3742,Ladakh,2018,3,194401,1264
3743,Ladakh,2018,3,194103,976
3744,Ladakh,2018,3,194102,717
3745,Ladakh,2018,3,194105,534
3746,Ladakh,2018,3,194106,519
3747,Ladakh,2018,3,194703,468
3748,Ladakh,2018,4,194104,5767
3749,Ladakh,2018,4,194101,4561
3750,Ladakh,2018,4,194201,3824
3751,Ladakh,2018,4,194107,1913
3752,Ladakh,2018,4,194401,1632
3753,Ladakh,2018,4,194103,1460
3754,Ladakh,2018,4,194102,970
3755,Ladakh,2018,4,194105,800
3756,Ladakh,2018,4,194106,706
3757,Ladakh,2018,4,194703,640
3758,Ladakh,2019,1,194104,6985
3759,Ladakh,2019,1,194101,5676
3760,Ladakh,2019,1,194201,4722
3761,Ladakh,2019,1,194107,2336
3762,Ladakh,2019,1,194401,1998
3763,Ladakh,2019,1,194103,1938
3764,Ladakh,2019,1,194102,1275
3765,Ladakh,2019,1,194105,1020
3766,Ladakh,2019,1,194106,902
3767,Ladakh,2019,1,194703,788
3768,Ladakh,2019,2,194104,8074
3769,Ladakh,2019,2,194101,6990
3770,Ladakh,2019,2,194201,5567
3771,Ladakh,2019,2,194107,2793
3772,Ladakh,2019,2,194103,2432
3773,Ladakh,2019,2,194401,2390
3774,Ladakh,2019,2,194102,1584
3775,Ladakh,2019,2,194105,1258
3776,Ladakh,2019,2,194106,1097
3777,Ladakh,2019,2,194703,949
3778,Ladakh,2019,3,194104,8972
3779,Ladakh,2019,3,194101,7968
3780,Ladakh,2019,3,194201,6210
3781,Ladakh,2019,3,194107,3004
3782,Ladakh,2019,3,194103,2647
3783,Ladakh,2019,3,194401,2601
3784,Ladakh,2019,3,194102,1723
3785,Ladakh,2019,3,194105,1386
3786,Ladakh,2019,3,194106,1162
3787,Ladakh,2019,3,194703,1014
3788,Ladakh,2019,4,194104,9875
3789,Ladakh,2019,4,194101,8791
3790,Ladakh,2019,4,194201,6838
3791,Ladakh,2019,4,194107,3321
3792,Ladakh,2019,4,194401,2945
3793,Ladakh,2019,4,194103,2850
3794,Ladakh,2019,4,194102,1873
3795,Ladakh,2019,4,194105,1501
3796,Ladakh,2019,4,194106,1304
3797,Ladakh,2019,4,194703,1054
3798,Ladakh,2020,1,194104,10826
3799,Ladakh,2020,1,194101,9668
3800,Ladakh,2020,1,194201,7470
3801,Ladakh,2020,1,194107,3617
3802,Ladakh,2020,1,194103,3320
3803,Ladakh,2020,1,194401,3216
3804,Ladakh,2020,1,194102,2152
3805,Ladakh,2020,1,194105,1776
3806,Ladakh,2020,1,194106,1403
3807,Ladakh,2020,1,194703,1207
3808,Ladakh,2020,2,194104,11904
3809,Ladakh,2020,2,194101,10546
3810,Ladakh,2020,2,194201,8273
3811,Ladakh,2020,2,194107,3957
3812,Ladakh,2020,2,194103,3885
3813,Ladakh,2020,2,194401,3519
3814,Ladakh,2020,2,194102,2449
3815,Ladakh,2020,2,194105,2060
3816,Ladakh,2020,2,194106,1518
3817,Ladakh,2020,2,194703,1358
3818,Ladakh,2020,3,194104,13038
3819,Ladakh,2020,3,194101,11446
3820,Ladakh,2020,3,194201,8999
3821,Ladakh,2020,3,194103,4416
3822,Ladakh,2020,3,194107,4322
3823,Ladakh,2020,3,194401,3865
3824,Ladakh,2020,3,194102,2748
3825,Ladakh,2020,3,194105,2360
3826,Ladakh,2020,3,194106,1661
3827,Ladakh,2020,3,194703,1526
3828,Ladakh,2020,4,194104,14355
3829,Ladakh,2020,4,194101,12651
3830,Ladakh,2020,4,194201,9940
3831,Ladakh,2020,4,194103,5069
3832,Ladakh,2020,4,194107,4681
3833,Ladakh,2020,4,194401,4313
3834,Ladakh,2020,4,194102,3028
3835,Ladakh,2020,4,194105,2673
3836,Ladakh,2020,4,194106,1803
3837,Ladakh,2020,4,194109,1697
3838,Ladakh,2021,1,194104,15511
3839,Ladakh,2021,1,194101,13620
3840,Ladakh,2021,1,194201,10674
3841,Ladakh,2021,1,194103,5484
3842,Ladakh,2021,1,194107,5026
3843,Ladakh,2021,1,194401,4631
3844,Ladakh,2021,1,194102,3256
3845,Ladakh,2021,1,194105,2886
3846,Ladakh,2021,1,194106,1933
3847,Ladakh,2021,1,194109,1854
3848,Ladakh,2021,2,194104,16585
3849,Ladakh,2021,2,194101,14606
3850,Ladakh,2021,2,194201,11446
3851,Ladakh,2021,2,194103,5935
3852,Ladakh,2021,2,194107,5397
3853,Ladakh,2021,2,194401,4964
3854,Ladakh,2021,2,194102,3499
3855,Ladakh,2021,2,194105,3111
3856,Ladakh,2021,2,194106,2070
3857,Ladakh,2021,2,194109,1998
3858,Ladakh,2021,3,194104,17813
3859,Ladakh,2021,3,194101,15772
3860,Ladakh,2021,3,194201,12397
3861,Ladakh,2021,3,194103,6415
3862,Ladakh,2021,3,194107,5819
3863,Ladakh,2021,3,194401,5438
3864,Ladakh,2021,3,194102,3811
3865,Ladakh,2021,3,194105,3389
3866,Ladakh,2021,3,194106,2243
3867,Ladakh,2021,3,194109,2193
3868,Ladakh,2021,4,194104,19007
3869,Ladakh,2021,4,194101,16834
3870,Ladakh,2021,4,194201,13309
3871,Ladakh,2021,4,194103,6889
3872,Ladakh,2021,4,194107,6240
3873,Ladakh,2021,4,194401,5862
3874,Ladakh,2021,4,194102,4093
3875,Ladakh,2021,4,194105,3639
3876,Ladakh,2021,4,194106,2420
3877,Ladakh,2021,4,194109,2397
3878,Ladakh,2022,1,194104,20154
3879,Ladakh,2022,1,194101,17877
3880,Ladakh,2022,1,194201,14135
3881,Ladakh,2022,1,194103,7324
3882,Ladakh,2022,1,194107,6632
3883,Ladakh,2022,1,194401,6231
3884,Ladakh,2022,1,194102,4370
3885,Ladakh,2022,1,194105,3888
3886,Ladakh,2022,1,194106,2563
3887,Ladakh,2022,1,194109,2545
3888,Ladakh,2022,2,194104,21222
3889,Ladakh,2022,2,194101,18842
3890,Ladakh,2022,2,194201,14911
3891,Ladakh,2022,2,194103,7729
3892,Ladakh,2022,2,194107,7006
3893,Ladakh,2022,2,194401,6571
3894,Ladakh,2022,2,194102,4602
3895,Ladakh,2022,2,194105,4102
3896,Ladakh,2022,2,194106,2710
3897,Ladakh,2022,2,194109,2681
3898,Ladakh,2022,3,194104,22353
3899,Ladakh,2022,3,194101,19786
3900,Ladakh,2022,3,194201,15631
3901,Ladakh,2022,3,194103,8113
3902,Ladakh,2022,3,194107,7342
3903,Ladakh,2022,3,194401,6856
3904,Ladakh,2022,3,194102,4828
3905,Ladakh,2022,3,194105,4306
3906,Ladakh,2022,3,194106,2840
3907,Ladakh,2022,3,194109,2791
3908,Ladakh,2022,4,194104,23418
3909,Ladakh,2022,4,194101,20668
3910,Ladakh,2022,4,194201,16206
3911,Ladakh,2022,4,194103,8405
3912,Ladakh,2022,4,194107,7641
3913,Ladakh,2022,4,194401,7055
3914,Ladakh,2022,4,194102,5020
3915,Ladakh,2022,4,194105,4454
3916,Ladakh,2022,4,194106,2943
3917,Ladakh,2022,4,194109,2832
3918,Ladakh,2023,1,194104,24439
3919,Ladakh,2023,1,194101,21580
3920,Ladakh,2023,1,194201,16910
3921,Ladakh,2023,1,194103,8776
3922,Ladakh,2023,1,194107,7971
3923,Ladakh,2023,1,194401,7342
3924,Ladakh,2023,1,194102,5242
3925,Ladakh,2023,1,194105,4663
3926,Ladakh,2023,1,194106,3062
3927,Ladakh,2023,1,194109,2960
3928,Ladakh,2023,2,194104,25357
3929,Ladakh,2023,2,194101,22399
3930,Ladakh,2023,2,194201,17688
3931,Ladakh,2023,2,194103,9138
3932,Ladakh,2023,2,194107,8300
3933,Ladakh,2023,2,194401,7705
3934,Ladakh,2023,2,194102,5492
3935,Ladakh,2023,2,194105,4888
3936,Ladakh,2023,2,194106,3214
3937,Ladakh,2023,2,194109,3100
3938,Lakshadweep,2018,1,682555,175
3939,Lakshadweep,2018,1,682557,85
3940,Lakshadweep,2018,1,682551,78
3941,Lakshadweep,2018,1,682559,71
3942,Lakshadweep,2018,1,682552,44
3943,Lakshadweep,2018,1,682556,37
3944,Lakshadweep,2018,1,682554,10
3945,Lakshadweep,2018,1,682558,1
3946,Lakshadweep,2018,2,682555,246
3947,Lakshadweep,2018,2,682551,126
3948,Lakshadweep,2018,2,682557,94
3949,Lakshadweep,2018,2,682559,82
3950,Lakshadweep,2018,2,682552,61
3951,Lakshadweep,2018,2,682556,56
3952,Lakshadweep,2018,2,682554,18
3953,Lakshadweep,2018,2,682558,3
3954,Lakshadweep,2018,3,682555,338
3955,Lakshadweep,2018,3,682551,175
3956,Lakshadweep,2018,3,682557,131
3957,Lakshadweep,2018,3,682559,93
3958,Lakshadweep,2018,3,682552,86
3959,Lakshadweep,2018,3,682556,68
3960,Lakshadweep,2018,3,682554,22
3961,Lakshadweep,2018,3,682558,5
3962,Lakshadweep,2018,4,682555,429
3963,Lakshadweep,2018,4,682551,241
3964,Lakshadweep,2018,4,682557,148
3965,Lakshadweep,2018,4,682559,116
3966,Lakshadweep,2018,4,682552,110
3967,Lakshadweep,2018,4,682556,84
3968,Lakshadweep,2018,4,682554,23
3969,Lakshadweep,2018,4,682558,5
3970,Lakshadweep,2019,1,682555,549
3971,Lakshadweep,2019,1,682551,299
3972,Lakshadweep,2019,1,682557,166
3973,Lakshadweep,2019,1,682552,132
3974,Lakshadweep,2019,1,682559,129
3975,Lakshadweep,2019,1,682556,107
3976,Lakshadweep,2019,1,682554,29
3977,Lakshadweep,2019,1,682558,5
3978,Lakshadweep,2019,2,682555,685
3979,Lakshadweep,2019,2,682551,367
3980,Lakshadweep,2019,2,682557,201
3981,Lakshadweep,2019,2,682552,158
3982,Lakshadweep,2019,2,682559,155
3983,Lakshadweep,2019,2,682556,139
3984,Lakshadweep,2019,2,682554,35
3985,Lakshadweep,2019,2,682558,7
3986,Lakshadweep,2019,3,682555,813
3987,Lakshadweep,2019,3,682551,469
3988,Lakshadweep,2019,3,682557,243
3989,Lakshadweep,2019,3,682552,185
3990,Lakshadweep,2019,3,682559,176
3991,Lakshadweep,2019,3,682556,173
3992,Lakshadweep,2019,3,682554,51
3993,Lakshadweep,2019,3,682558,7
3994,Lakshadweep,2019,4,682555,923
3995,Lakshadweep,2019,4,682551,538
3996,Lakshadweep,2019,4,682557,279
3997,Lakshadweep,2019,4,682552,212
3998,Lakshadweep,2019,4,682559,195
3999,Lakshadweep,2019,4,682556,193
4000,Lakshadweep,2019,4,682554,77
4001,Lakshadweep,2019,4,682558,10
4002,Lakshadweep,2020,1,682555,1032
4003,Lakshadweep,2020,1,682551,633
4004,Lakshadweep,2020,1,682557,332
4005,Lakshadweep,2020,1,682552,248
4006,Lakshadweep,2020,1,682556,227
4007,Lakshadweep,2020,1,682559,200
4008,Lakshadweep,2020,1,682554,89
4009,Lakshadweep,2020,1,682558,11
4010,Lakshadweep,2020,2,682555,1178
4011,Lakshadweep,2020,2,682551,744
4012,Lakshadweep,2020,2,682557,376
4013,Lakshadweep,2020,2,682552,274
4014,Lakshadweep,2020,2,682556,271
4015,Lakshadweep,2020,2,682559,207
4016,Lakshadweep,2020,2,682554,121
4017,Lakshadweep,2020,2,682558,16
4018,Lakshadweep,2020,3,682555,1334
4019,Lakshadweep,2020,3,682551,866
4020,Lakshadweep,2020,3,682557,429
4021,Lakshadweep,2020,3,682552,323
4022,Lakshadweep,2020,3,682556,311
4023,Lakshadweep,2020,3,682559,220
4024,Lakshadweep,2020,3,682554,142
4025,Lakshadweep,2020,3,682558,19
4026,Lakshadweep,2020,4,682555,1530
4027,Lakshadweep,2020,4,682551,981
4028,Lakshadweep,2020,4,682557,480
4029,Lakshadweep,2020,4,682552,388
4030,Lakshadweep,2020,4,682556,354
4031,Lakshadweep,2020,4,682559,256
4032,Lakshadweep,2020,4,682554,168
4033,Lakshadweep,2020,4,682558,22
4034,Lakshadweep,2021,1,682555,1664
4035,Lakshadweep,2021,1,682551,1083
4036,Lakshadweep,2021,1,682557,524
4037,Lakshadweep,2021,1,682552,427
4038,Lakshadweep,2021,1,682556,396
4039,Lakshadweep,2021,1,682559,276
4040,Lakshadweep,2021,1,682554,181
4041,Lakshadweep,2021,1,682558,26
4042,Lakshadweep,2021,2,682555,1780
4043,Lakshadweep,2021,2,682551,1154
4044,Lakshadweep,2021,2,682557,559
4045,Lakshadweep,2021,2,682552,463
4046,Lakshadweep,2021,2,682556,424
4047,Lakshadweep,2021,2,682559,295
4048,Lakshadweep,2021,2,682554,194
4049,Lakshadweep,2021,2,682558,27
4050,Lakshadweep,2021,3,682555,1914
4051,Lakshadweep,2021,3,682551,1237
4052,Lakshadweep,2021,3,682557,607
4053,Lakshadweep,2021,3,682552,504
4054,Lakshadweep,2021,3,682556,461
4055,Lakshadweep,2021,3,682559,321
4056,Lakshadweep,2021,3,682554,212
4057,Lakshadweep,2021,3,682558,31
4058,Lakshadweep,2021,4,682555,2037
4059,Lakshadweep,2021,4,682551,1321
4060,Lakshadweep,2021,4,682557,654
4061,Lakshadweep,2021,4,682552,536
4062,Lakshadweep,2021,4,682556,486
4063,Lakshadweep,2021,4,682559,339
4064,Lakshadweep,2021,4,682554,233
4065,Lakshadweep,2021,4,682558,32
4066,Lakshadweep,2022,1,682555,2165
4067,Lakshadweep,2022,1,682551,1400
4068,Lakshadweep,2022,1,682557,692
4069,Lakshadweep,2022,1,682552,570
4070,Lakshadweep,2022,1,682556,519
4071,Lakshadweep,2022,1,682559,363
4072,Lakshadweep,2022,1,682554,246
4073,Lakshadweep,2022,1,682558,35
4074,Lakshadweep,2022,2,682555,2279
4075,Lakshadweep,2022,2,682551,1473
4076,Lakshadweep,2022,2,682557,732
4077,Lakshadweep,2022,2,682552,609
4078,Lakshadweep,2022,2,682556,558
4079,Lakshadweep,2022,2,682559,379
4080,Lakshadweep,2022,2,682554,261
4081,Lakshadweep,2022,2,682558,36
4082,Lakshadweep,2022,3,682555,2391
4083,Lakshadweep,2022,3,682551,1555
4084,Lakshadweep,2022,3,682557,766
4085,Lakshadweep,2022,3,682552,642
4086,Lakshadweep,2022,3,682556,592
4087,Lakshadweep,2022,3,682559,389
4088,Lakshadweep,2022,3,682554,273
4089,Lakshadweep,2022,3,682558,37
4090,Lakshadweep,2022,4,682555,2520
4091,Lakshadweep,2022,4,682551,1627
4092,Lakshadweep,2022,4,682557,797
4093,Lakshadweep,2022,4,682552,675
4094,Lakshadweep,2022,4,682556,609
4095,Lakshadweep,2022,4,682559,409
4096,Lakshadweep,2022,4,682554,285
4097,Lakshadweep,2022,4,682558,39
4098,Lakshadweep,2023,1,682555,2629
4099,Lakshadweep,2023,1,682551,1697
4100,Lakshadweep,2023,1,682557,833
4101,Lakshadweep,2023,1,682552,703
4102,Lakshadweep,2023,1,682556,638
4103,Lakshadweep,2023,1,682559,427
4104,Lakshadweep,2023,1,682554,298
4105,Lakshadweep,2023,1,682558,42
4106,Lakshadweep,2023,2,682555,2739
4107,Lakshadweep,2023,2,682551,1775
4108,Lakshadweep,2023,2,682557,867
4109,Lakshadweep,2023,2,682552,740
4110,Lakshadweep,2023,2,682556,663
4111,Lakshadweep,2023,2,682559,446
4112,Lakshadweep,2023,2,682554,312
4113,Lakshadweep,2023,2,682558,43
4114,Madhya Pradesh,2018,1,452001,42977
4115,Madhya Pradesh,2018,1,452010,40850
4116,Madhya Pradesh,2018,1,455001,37899
4117,Madhya Pradesh,2018,1,482002,37645
4118,Madhya Pradesh,2018,1,462001,27351
4119,Madhya Pradesh,2018,1,482001,26665
4120,Madhya Pradesh,2018,1,452016,25256
4121,Madhya Pradesh,2018,1,457001,24909
4122,Madhya Pradesh,2018,1,485001,24806
4123,Madhya Pradesh,2018,1,462022,24661
4124,Madhya Pradesh,2018,2,452001,55837
4125,Madhya Pradesh,2018,2,452010,52677
4126,Madhya Pradesh,2018,2,455001,50091
4127,Madhya Pradesh,2018,2,482002,49877
4128,Madhya Pradesh,2018,2,462001,36311
4129,Madhya Pradesh,2018,2,482001,35303
4130,Madhya Pradesh,2018,2,457001,33608
4131,Madhya Pradesh,2018,2,452016,32883
4132,Madhya Pradesh,2018,2,480001,32800
4133,Madhya Pradesh,2018,2,485001,32316
4134,Madhya Pradesh,2018,3,452001,67243
4135,Madhya Pradesh,2018,3,452010,63537
4136,Madhya Pradesh,2018,3,455001,61117
4137,Madhya Pradesh,2018,3,482002,60999
4138,Madhya Pradesh,2018,3,462001,43609
4139,Madhya Pradesh,2018,3,482001,43593
4140,Madhya Pradesh,2018,3,457001,41975
4141,Madhya Pradesh,2018,3,480001,40061
4142,Madhya Pradesh,2018,3,452016,39967
4143,Madhya Pradesh,2018,3,485001,39351
4144,Madhya Pradesh,2018,4,452001,81206
4145,Madhya Pradesh,2018,4,482002,77791
4146,Madhya Pradesh,2018,4,452010,76811
4147,Madhya Pradesh,2018,4,455001,73952
4148,Madhya Pradesh,2018,4,462001,54496
4149,Madhya Pradesh,2018,4,482001,54390
4150,Madhya Pradesh,2018,4,457001,51238
4151,Madhya Pradesh,2018,4,480001,50803
4152,Madhya Pradesh,2018,4,485001,50329
4153,Madhya Pradesh,2018,4,452016,48626
4154,Madhya Pradesh,2019,1,452001,94894
4155,Madhya Pradesh,2019,1,482002,92148
4156,Madhya Pradesh,2019,1,452010,89541
4157,Madhya Pradesh,2019,1,455001,87837
4158,Madhya Pradesh,2019,1,462001,65450
4159,Madhya Pradesh,2019,1,482001,64389
4160,Madhya Pradesh,2019,1,457001,61687
4161,Madhya Pradesh,2019,1,480001,60744
4162,Madhya Pradesh,2019,1,485001,59332
4163,Madhya Pradesh,2019,1,452016,57554
4164,Madhya Pradesh,2019,2,452001,108587
4165,Madhya Pradesh,2019,2,482002,104846
4166,Madhya Pradesh,2019,2,452010,99616
4167,Madhya Pradesh,2019,2,455001,98265
4168,Madhya Pradesh,2019,2,462001,75250
4169,Madhya Pradesh,2019,2,482001,74711
4170,Madhya Pradesh,2019,2,457001,70728
4171,Madhya Pradesh,2019,2,480001,69139
4172,Madhya Pradesh,2019,2,485001,66578
4173,Madhya Pradesh,2019,2,452016,65634
4174,Madhya Pradesh,2019,3,452001,122796
4175,Madhya Pradesh,2019,3,482002,119882
4176,Madhya Pradesh,2019,3,452010,110196
4177,Madhya Pradesh,2019,3,455001,109090
4178,Madhya Pradesh,2019,3,462001,85889
4179,Madhya Pradesh,2019,3,482001,85035
4180,Madhya Pradesh,2019,3,457001,80045
4181,Madhya Pradesh,2019,3,480001,77495
4182,Madhya Pradesh,2019,3,485001,74626
4183,Madhya Pradesh,2019,3,452016,73956
4184,Madhya Pradesh,2019,4,452001,134323
4185,Madhya Pradesh,2019,4,482002,134193
4186,Madhya Pradesh,2019,4,452010,120352
4187,Madhya Pradesh,2019,4,455001,120057
4188,Madhya Pradesh,2019,4,462001,96155
4189,Madhya Pradesh,2019,4,482001,93550
4190,Madhya Pradesh,2019,4,457001,89121
4191,Madhya Pradesh,2019,4,480001,85991
4192,Madhya Pradesh,2019,4,485001,82766
4193,Madhya Pradesh,2019,4,452016,81668
4194,Madhya Pradesh,2020,1,482002,146207
4195,Madhya Pradesh,2020,1,452001,144699
4196,Madhya Pradesh,2020,1,455001,130830
4197,Madhya Pradesh,2020,1,452010,129645
4198,Madhya Pradesh,2020,1,462001,106091
4199,Madhya Pradesh,2020,1,482001,101513
4200,Madhya Pradesh,2020,1,457001,98886
4201,Madhya Pradesh,2020,1,480001,94636
4202,Madhya Pradesh,2020,1,485001,90615
4203,Madhya Pradesh,2020,1,452016,89460
4204,Madhya Pradesh,2020,2,482002,158954
4205,Madhya Pradesh,2020,2,452001,153695
4206,Madhya Pradesh,2020,2,455001,144023
4207,Madhya Pradesh,2020,2,452010,139367
4208,Madhya Pradesh,2020,2,462001,116167
4209,Madhya Pradesh,2020,2,457001,111581
4210,Madhya Pradesh,2020,2,482001,110268
4211,Madhya Pradesh,2020,2,480001,104519
4212,Madhya Pradesh,2020,2,452016,98532
4213,Madhya Pradesh,2020,2,485001,98080
4214,Madhya Pradesh,2020,3,482002,173274
4215,Madhya Pradesh,2020,3,452001,162767
4216,Madhya Pradesh,2020,3,455001,155823
4217,Madhya Pradesh,2020,3,452010,149318
4218,Madhya Pradesh,2020,3,462001,127166
4219,Madhya Pradesh,2020,3,457001,122974
4220,Madhya Pradesh,2020,3,482001,119294
4221,Madhya Pradesh,2020,3,480001,114237
4222,Madhya Pradesh,2020,3,485001,107317
4223,Madhya Pradesh,2020,3,452016,107084
4224,Madhya Pradesh,2020,4,482002,188460
4225,Madhya Pradesh,2020,4,452001,173333
4226,Madhya Pradesh,2020,4,455001,167885
4227,Madhya Pradesh,2020,4,452010,160146
4228,Madhya Pradesh,2020,4,462001,138574
4229,Madhya Pradesh,2020,4,457001,134427
4230,Madhya Pradesh,2020,4,482001,128730
4231,Madhya Pradesh,2020,4,480001,124525
4232,Madhya Pradesh,2020,4,474001,116379
4233,Madhya Pradesh,2020,4,452016,116281
4234,Madhya Pradesh,2021,1,482002,202915
4235,Madhya Pradesh,2021,1,452001,185582
