,State,Year,Quarter,Pincode,Registered_users
5892,Punjab,2018,2,152116,18559
5893,Punjab,2018,2,145001,16592
5894,Punjab,2018,3,143001,76846
5895,Punjab,2018,3,141008,40803
5896,Punjab,2018,3,140603,30767
5897,Punjab,2018,3,141001,28616
5898,Punjab,2018,3,140301,28551
5899,Punjab,2018,3,147001,27232
5900,Punjab,2018,3,141003,24088
5901,Punjab,2018,3,151001,23352
5902,Punjab,2018,3,152116,22303
5903,Punjab,2018,3,145001,21456
5904,Punjab,2018,4,143001,99483
5905,Punjab,2018,4,141008,52833
5906,Punjab,2018,4,140603,38176
5907,Punjab,2018,4,141001,36199
5908,Punjab,2018,4,140301,35509
5909,Punjab,2018,4,147001,34358
5910,Punjab,2018,4,141003,31098
5911,Punjab,2018,4,151001,28272
5912,Punjab,2018,4,145001,27844
5913,Punjab,2018,4,152116,26604
5914,Punjab,2019,1,143001,119228
5915,Punjab,2019,1,141008,64166
5916,Punjab,2019,1,140603,45359
5917,Punjab,2019,1,141001,42727
5918,Punjab,2019,1,140301,42199
5919,Punjab,2019,1,147001,40621
5920,Punjab,2019,1,141003,37255
5921,Punjab,2019,1,145001,33513
5922,Punjab,2019,1,151001,32544
5923,Punjab,2019,1,152116,30355
5924,Punjab,2019,2,143001,142830
5925,Punjab,2019,2,141008,75374
5926,Punjab,2019,2,140603,51976
5927,Punjab,2019,2,141001,51332
5928,Punjab,2019,2,140301,49010
5929,Punjab,2019,2,147001,48451
5930,Punjab,2019,2,141003,43136
5931,Punjab,2019,2,145001,38854
5932,Punjab,2019,2,151001,36490
5933,Punjab,2019,2,144001,35403
5934,Punjab,2019,3,143001,163956
5935,Punjab,2019,3,141008,86040
5936,Punjab,2019,3,141001,59363
5937,Punjab,2019,3,140603,58135
5938,Punjab,2019,3,140301,55421
5939,Punjab,2019,3,147001,55395
5940,Punjab,2019,3,141003,48731
5941,Punjab,2019,3,145001,43993
5942,Punjab,2019,3,144001,41150
5943,Punjab,2019,3,151001,41035
5944,Punjab,2019,4,143001,181854
5945,Punjab,2019,4,141008,95986
5946,Punjab,2019,4,141001,65261
5947,Punjab,2019,4,140603,63297
5948,Punjab,2019,4,147001,60870
5949,Punjab,2019,4,140301,60612
5950,Punjab,2019,4,141003,53849
5951,Punjab,2019,4,145001,48845
5952,Punjab,2019,4,144001,45418
5953,Punjab,2019,4,151001,44790
5954,Punjab,2020,1,143001,202216
5955,Punjab,2020,1,141008,107678
5956,Punjab,2020,1,141001,71885
5957,Punjab,2020,1,140603,68646
5958,Punjab,2020,1,147001,66785
5959,Punjab,2020,1,140301,66070
5960,Punjab,2020,1,141003,59951
5961,Punjab,2020,1,145001,53948
5962,Punjab,2020,1,144001,49899
5963,Punjab,2020,1,151001,48875
5964,Punjab,2020,2,143001,223933
5965,Punjab,2020,2,141008,121221
5966,Punjab,2020,2,141001,78741
5967,Punjab,2020,2,140603,73870
5968,Punjab,2020,2,147001,73497
5969,Punjab,2020,2,140301,70939
5970,Punjab,2020,2,141003,66920
5971,Punjab,2020,2,145001,60258
5972,Punjab,2020,2,144001,54721
5973,Punjab,2020,2,141007,54075
5974,Punjab,2020,3,143001,247481
5975,Punjab,2020,3,141008,134739
5976,Punjab,2020,3,141001,85126
5977,Punjab,2020,3,147001,80029
5978,Punjab,2020,3,140603,79903
5979,Punjab,2020,3,140301,77135
5980,Punjab,2020,3,141003,73781
5981,Punjab,2020,3,145001,65997
5982,Punjab,2020,3,141007,60291
5983,Punjab,2020,3,144001,59885
5984,Punjab,2020,4,143001,271907
5985,Punjab,2020,4,141008,148538
5986,Punjab,2020,4,141001,92089
5987,Punjab,2020,4,147001,86847
5988,Punjab,2020,4,140603,86818
5989,Punjab,2020,4,140301,83566
5990,Punjab,2020,4,141003,80862
5991,Punjab,2020,4,145001,71859
5992,Punjab,2020,4,141007,66530
5993,Punjab,2020,4,144001,65000
5994,Punjab,2021,1,143001,293006
5995,Punjab,2021,1,141008,160672
5996,Punjab,2021,1,141001,98982
5997,Punjab,2021,1,140603,93273
5998,Punjab,2021,1,147001,93261
5999,Punjab,2021,1,140301,89916
6000,Punjab,2021,1,141003,87313
6001,Punjab,2021,1,145001,77208
6002,Punjab,2021,1,141007,72244
6003,Punjab,2021,1,144001,69853
6004,Punjab,2021,2,143001,313340
6005,Punjab,2021,2,141008,172469
6006,Punjab,2021,2,141001,105913
6007,Punjab,2021,2,147001,99727
6008,Punjab,2021,2,140603,99698
6009,Punjab,2021,2,140301,96091
6010,Punjab,2021,2,141003,93638
6011,Punjab,2021,2,145001,82752
6012,Punjab,2021,2,141007,77652
6013,Punjab,2021,2,144001,74733
6014,Punjab,2021,3,143001,335748
6015,Punjab,2021,3,141008,185668
6016,Punjab,2021,3,141001,113616
6017,Punjab,2021,3,147001,106847
6018,Punjab,2021,3,140603,106702
6019,Punjab,2021,3,140301,102934
6020,Punjab,2021,3,141003,100724
6021,Punjab,2021,3,145001,88761
6022,Punjab,2021,3,141007,83818
6023,Punjab,2021,3,144001,80134
6024,Punjab,2021,4,143001,357742
6025,Punjab,2021,4,141008,198843
6026,Punjab,2021,4,141001,121266
6027,Punjab,2021,4,147001,113889
6028,Punjab,2021,4,140603,113615
6029,Punjab,2021,4,140301,109619
6030,Punjab,2021,4,141003,107724
6031,Punjab,2021,4,145001,94773
6032,Punjab,2021,4,141007,90040
6033,Punjab,2021,4,144001,85478
6034,Punjab,2022,1,143001,378399
6035,Punjab,2022,1,141008,211333
6036,Punjab,2022,1,141001,128376
6037,Punjab,2022,1,147001,120433
6038,Punjab,2022,1,140603,120123
6039,Punjab,2022,1,140301,115842
6040,Punjab,2022,1,141003,114354
6041,Punjab,2022,1,145001,100381
6042,Punjab,2022,1,141007,95916
6043,Punjab,2022,1,144001,90415
6044,Punjab,2022,2,143001,397926
6045,Punjab,2022,2,141008,223136
6046,Punjab,2022,2,141001,135133
6047,Punjab,2022,2,147001,126600
6048,Punjab,2022,2,140603,126324
6049,Punjab,2022,2,140301,121762
6050,Punjab,2022,2,141003,120731
6051,Punjab,2022,2,145001,105746
6052,Punjab,2022,2,141007,101491
6053,Punjab,2022,2,144001,95113
6054,Punjab,2022,3,143001,418302
6055,Punjab,2022,3,141008,235576
6056,Punjab,2022,3,141001,142144
6057,Punjab,2022,3,147001,132932
6058,Punjab,2022,3,140603,132797
6059,Punjab,2022,3,140301,127787
6060,Punjab,2022,3,141003,127410
6061,Punjab,2022,3,145001,111293
6062,Punjab,2022,3,141007,107341
6063,Punjab,2022,3,144001,100011
6064,Punjab,2022,4,143001,438058
6065,Punjab,2022,4,141008,247825
6066,Punjab,2022,4,141001,149085
6067,Punjab,2022,4,140603,139073
6068,Punjab,2022,4,147001,138928
6069,Punjab,2022,4,141003,133998
6070,Punjab,2022,4,140301,133738
6071,Punjab,2022,4,145001,116518
6072,Punjab,2022,4,141007,113238
6073,Punjab,2022,4,144001,104885
6074,Punjab,2023,1,143001,456622
6075,Punjab,2023,1,141008,259310
6076,Punjab,2023,1,141001,155573
6077,Punjab,2023,1,140603,144965
6078,Punjab,2023,1,147001,144751
6079,Punjab,2023,1,141003,140056
6080,Punjab,2023,1,140301,139296
6081,Punjab,2023,1,145001,121502
6082,Punjab,2023,1,141007,118808
6083,Punjab,2023,1,144001,109356
6084,Punjab,2023,2,143001,473406
6085,Punjab,2023,2,141008,270095
6086,Punjab,2023,2,141001,161489
6087,Punjab,2023,2,140603,150206
6088,Punjab,2023,2,147001,150119
6089,Punjab,2023,2,141003,145745
6090,Punjab,2023,2,140301,144358
6091,Punjab,2023,2,145001,126098
6092,Punjab,2023,2,141007,124029
6093,Punjab,2023,2,144001,113407
6094,Rajasthan,2018,1,302012,68098
6095,Rajasthan,2018,1,302020,50344
6096,Rajasthan,2018,1,302029,49859
6097,Rajasthan,2018,1,302015,47908
6098,Rajasthan,2018,1,311001,46853
6099,Rajasthan,2018,1,302017,45661
6100,Rajasthan,2018,1,301001,39681
6101,Rajasthan,2018,1,302001,39025
6102,Rajasthan,2018,1,335001,36679
6103,Rajasthan,2018,1,313001,36182
6104,Rajasthan,2018,2,302012,89071
6105,Rajasthan,2018,2,302020,65233
6106,Rajasthan,2018,2,302029,64493
6107,Rajasthan,2018,2,311001,61741
6108,Rajasthan,2018,2,302015,61369
6109,Rajasthan,2018,2,302017,58627
6110,Rajasthan,2018,2,301001,52321
6111,Rajasthan,2018,2,302001,51641
6112,Rajasthan,2018,2,335001,48196
6113,Rajasthan,2018,2,313001,46898
6114,Rajasthan,2018,3,302012,107088
6115,Rajasthan,2018,3,302020,79083
6116,Rajasthan,2018,3,302029,77899
6117,Rajasthan,2018,3,302015,73697
6118,Rajasthan,2018,3,311001,73337
6119,Rajasthan,2018,3,302017,70843
6120,Rajasthan,2018,3,301001,62988
6121,Rajasthan,2018,3,302001,62534
6122,Rajasthan,2018,3,335001,57250
6123,Rajasthan,2018,3,302013,55784
6124,Rajasthan,2018,4,302012,128747
6125,Rajasthan,2018,4,302020,94293
6126,Rajasthan,2018,4,302029,93316
6127,Rajasthan,2018,4,302015,87634
6128,Rajasthan,2018,4,311001,87612
6129,Rajasthan,2018,4,302017,84185
6130,Rajasthan,2018,4,301001,75902
6131,Rajasthan,2018,4,302001,75261
6132,Rajasthan,2018,4,335001,70925
6133,Rajasthan,2018,4,302013,67335
6134,Rajasthan,2019,1,302012,152051
6135,Rajasthan,2019,1,302029,110968
6136,Rajasthan,2019,1,302020,109680
6137,Rajasthan,2019,1,311001,105316
6138,Rajasthan,2019,1,302015,100778
6139,Rajasthan,2019,1,302017,97262
6140,Rajasthan,2019,1,301001,89896
6141,Rajasthan,2019,1,302001,89061
6142,Rajasthan,2019,1,335001,82868
6143,Rajasthan,2019,1,302013,79661
6144,Rajasthan,2019,2,302012,168578
6145,Rajasthan,2019,2,302029,122421
6146,Rajasthan,2019,2,302020,120003
6147,Rajasthan,2019,2,311001,118290
6148,Rajasthan,2019,2,302015,109679
6149,Rajasthan,2019,2,302017,105403
6150,Rajasthan,2019,2,302001,104285
6151,Rajasthan,2019,2,301001,101785
6152,Rajasthan,2019,2,335001,92230
6153,Rajasthan,2019,2,313001,90885
6154,Rajasthan,2019,3,302012,185991
6155,Rajasthan,2019,3,302029,134500
6156,Rajasthan,2019,3,311001,131583
6157,Rajasthan,2019,3,302020,130651
6158,Rajasthan,2019,3,302015,118374
6159,Rajasthan,2019,3,302001,117686
6160,Rajasthan,2019,3,302017,114314
6161,Rajasthan,2019,3,301001,112490
6162,Rajasthan,2019,3,313001,103927
6163,Rajasthan,2019,3,335001,101510
6164,Rajasthan,2019,4,302012,201766
6165,Rajasthan,2019,4,302029,146384
6166,Rajasthan,2019,4,311001,143656
6167,Rajasthan,2019,4,302020,140229
6168,Rajasthan,2019,4,302001,128922
6169,Rajasthan,2019,4,302015,126802
6170,Rajasthan,2019,4,301001,122776
6171,Rajasthan,2019,4,302017,122407
6172,Rajasthan,2019,4,313001,115454
6173,Rajasthan,2019,4,334001,112040
6174,Rajasthan,2020,1,302012,217583
6175,Rajasthan,2020,1,302029,158044
6176,Rajasthan,2020,1,311001,157136
6177,Rajasthan,2020,1,302020,149472
6178,Rajasthan,2020,1,302001,139859
6179,Rajasthan,2020,1,302015,133707
6180,Rajasthan,2020,1,301001,133372
6181,Rajasthan,2020,1,302017,129853
6182,Rajasthan,2020,1,313001,127121
6183,Rajasthan,2020,1,334001,123837
6184,Rajasthan,2020,2,302012,233663
6185,Rajasthan,2020,2,311001,169810
6186,Rajasthan,2020,2,302029,168150
6187,Rajasthan,2020,2,302020,157169
6188,Rajasthan,2020,2,302001,149077
6189,Rajasthan,2020,2,301001,143723
6190,Rajasthan,2020,2,302015,139198
6191,Rajasthan,2020,2,313001,138209
6192,Rajasthan,2020,2,334001,136562
6193,Rajasthan,2020,2,302017,136122
6194,Rajasthan,2020,3,302012,253003
6195,Rajasthan,2020,3,311001,183544
6196,Rajasthan,2020,3,302029,181754
6197,Rajasthan,2020,3,302020,168113
6198,Rajasthan,2020,3,302001,159231
6199,Rajasthan,2020,3,301001,154881
6200,Rajasthan,2020,3,313001,151034
6201,Rajasthan,2020,3,334001,149863
6202,Rajasthan,2020,3,302015,147454
6203,Rajasthan,2020,3,302017,144656
6204,Rajasthan,2020,4,302012,271971
6205,Rajasthan,2020,4,311001,197187
6206,Rajasthan,2020,4,302029,194929
6207,Rajasthan,2020,4,302020,179165
6208,Rajasthan,2020,4,302001,169285
6209,Rajasthan,2020,4,301001,165747
6210,Rajasthan,2020,4,313001,164021
6211,Rajasthan,2020,4,334001,163859
6212,Rajasthan,2020,4,302015,155888
6213,Rajasthan,2020,4,302017,153346
6214,Rajasthan,2021,1,302012,292147
6215,Rajasthan,2021,1,311001,212281
6216,Rajasthan,2021,1,302029,209507
6217,Rajasthan,2021,1,302020,191909
6218,Rajasthan,2021,1,302001,180996
6219,Rajasthan,2021,1,301001,178156
6220,Rajasthan,2021,1,334001,177076
6221,Rajasthan,2021,1,313001,176646
6222,Rajasthan,2021,1,302015,166517
6223,Rajasthan,2021,1,302017,164063
6224,Rajasthan,2021,2,302012,312285
6225,Rajasthan,2021,2,311001,227209
6226,Rajasthan,2021,2,302029,223910
6227,Rajasthan,2021,2,302020,204686
6228,Rajasthan,2021,2,302001,192943
6229,Rajasthan,2021,2,301001,190560
6230,Rajasthan,2021,2,334001,189777
6231,Rajasthan,2021,2,313001,188708
6232,Rajasthan,2021,2,302015,177498
6233,Rajasthan,2021,2,302017,174826
6234,Rajasthan,2021,3,302012,335006
6235,Rajasthan,2021,3,311001,244096
6236,Rajasthan,2021,3,302029,240131
6237,Rajasthan,2021,3,302020,218927
6238,Rajasthan,2021,3,302001,206038
6239,Rajasthan,2021,3,301001,204447
6240,Rajasthan,2021,3,334001,204021
6241,Rajasthan,2021,3,313001,202038
6242,Rajasthan,2021,3,302015,189635
6243,Rajasthan,2021,3,302017,186862
6244,Rajasthan,2021,4,302012,357814
6245,Rajasthan,2021,4,311001,261008
6246,Rajasthan,2021,4,302029,256592
6247,Rajasthan,2021,4,302020,233202
6248,Rajasthan,2021,4,302001,219208
6249,Rajasthan,2021,4,301001,218321
6250,Rajasthan,2021,4,334001,218086
6251,Rajasthan,2021,4,313001,215569
6252,Rajasthan,2021,4,302015,201866
6253,Rajasthan,2021,4,302017,199101
6254,Rajasthan,2022,1,302012,379201
6255,Rajasthan,2022,1,311001,276732
6256,Rajasthan,2022,1,302029,271894
6257,Rajasthan,2022,1,302020,246589
6258,Rajasthan,2022,1,301001,231537
6259,Rajasthan,2022,1,302001,231535
6260,Rajasthan,2022,1,334001,231262
6261,Rajasthan,2022,1,313001,228203
6262,Rajasthan,2022,1,302015,213355
6263,Rajasthan,2022,1,302017,210495
6264,Rajasthan,2022,2,302012,399537
6265,Rajasthan,2022,2,311001,291700
6266,Rajasthan,2022,2,302029,286572
6267,Rajasthan,2022,2,302020,259218
6268,Rajasthan,2022,2,301001,244138
6269,Rajasthan,2022,2,334001,243611
6270,Rajasthan,2022,2,302001,243317
6271,Rajasthan,2022,2,313001,240292
6272,Rajasthan,2022,2,302015,224395
6273,Rajasthan,2022,2,302017,221344
6274,Rajasthan,2022,3,302012,420931
6275,Rajasthan,2022,3,311001,307471
6276,Rajasthan,2022,3,302029,301977
6277,Rajasthan,2022,3,302020,272359
6278,Rajasthan,2022,3,301001,257331
6279,Rajasthan,2022,3,334001,256340
6280,Rajasthan,2022,3,302001,255437
6281,Rajasthan,2022,3,313001,252805
6282,Rajasthan,2022,3,302015,235747
6283,Rajasthan,2022,3,302017,232516
6284,Rajasthan,2022,4,302012,442071
6285,Rajasthan,2022,4,311001,323050
6286,Rajasthan,2022,4,302029,317257
6287,Rajasthan,2022,4,302020,285618
6288,Rajasthan,2022,4,301001,270375
6289,Rajasthan,2022,4,334001,268334
6290,Rajasthan,2022,4,302001,267759
6291,Rajasthan,2022,4,313001,265014
6292,Rajasthan,2022,4,302015,247217
6293,Rajasthan,2022,4,302017,243904
6294,Rajasthan,2023,1,302012,461897
6295,Rajasthan,2023,1,311001,337956
6296,Rajasthan,2023,1,302029,331769
6297,Rajasthan,2023,1,302020,298297
6298,Rajasthan,2023,1,301001,282869
6299,Rajasthan,2023,1,334001,280477
6300,Rajasthan,2023,1,302001,279611
6301,Rajasthan,2023,1,313001,276547
6302,Rajasthan,2023,1,302015,258169
6303,Rajasthan,2023,1,302017,254674
6304,Rajasthan,2023,2,302012,479744
6305,Rajasthan,2023,2,311001,351000
6306,Rajasthan,2023,2,302029,344591
6307,Rajasthan,2023,2,302020,308962
6308,Rajasthan,2023,2,301001,293892
6309,Rajasthan,2023,2,334001,291407
6310,Rajasthan,2023,2,302001,289431
6311,Rajasthan,2023,2,313001,287049
6312,Rajasthan,2023,2,302015,267121
6313,Rajasthan,2023,2,302017,263717
6314,Sikkim,2018,1,737101,3490
6315,Sikkim,2018,1,737102,2643
6316,Sikkim,2018,1,737132,2313
6317,Sikkim,2018,1,737135,1769
6318,Sikkim,2018,1,737134,1743
6319,Sikkim,2018,1,737126,1175
6320,Sikkim,2018,1,737113,1019
6321,Sikkim,2018,1,737120,994
6322,Sikkim,2018,1,737136,931
6323,Sikkim,2018,1,737103,856
6324,Sikkim,2018,2,737101,4767
6325,Sikkim,2018,2,737102,3632
6326,Sikkim,2018,2,737132,3280
6327,Sikkim,2018,2,737134,2541
6328,Sikkim,2018,2,737135,2447
6329,Sikkim,2018,2,737126,1652
6330,Sikkim,2018,2,737120,1495
6331,Sikkim,2018,2,737113,1414
6332,Sikkim,2018,2,737136,1257
6333,Sikkim,2018,2,737103,1181
6334,Sikkim,2018,3,737101,6302
6335,Sikkim,2018,3,737102,4818
6336,Sikkim,2018,3,737132,4053
6337,Sikkim,2018,3,737134,3387
6338,Sikkim,2018,3,737135,3199
6339,Sikkim,2018,3,737126,2325
6340,Sikkim,2018,3,737120,2052
6341,Sikkim,2018,3,737113,1970
6342,Sikkim,2018,3,737103,1626
6343,Sikkim,2018,3,737136,1612
6344,Sikkim,2018,4,737101,8184
6345,Sikkim,2018,4,737102,6096
6346,Sikkim,2018,4,737132,4951
6347,Sikkim,2018,4,737134,4401
6348,Sikkim,2018,4,737135,4040
6349,Sikkim,2018,4,737126,3058
6350,Sikkim,2018,4,737120,2748
6351,Sikkim,2018,4,737113,2604
6352,Sikkim,2018,4,737103,2161
6353,Sikkim,2018,4,737136,1980
6354,Sikkim,2019,1,737101,9811
6355,Sikkim,2019,1,737102,7390
6356,Sikkim,2019,1,737132,5823
6357,Sikkim,2019,1,737134,5484
6358,Sikkim,2019,1,737135,4863
6359,Sikkim,2019,1,737126,3693
6360,Sikkim,2019,1,737120,3393
6361,Sikkim,2019,1,737113,3139
6362,Sikkim,2019,1,737103,2669
6363,Sikkim,2019,1,737136,2338
6364,Sikkim,2019,2,737101,11751
6365,Sikkim,2019,2,737102,8730
6366,Sikkim,2019,2,737132,6732
6367,Sikkim,2019,2,737134,6641
6368,Sikkim,2019,2,737135,5696
6369,Sikkim,2019,2,737126,4655
6370,Sikkim,2019,2,737120,3941
6371,Sikkim,2019,2,737113,3858
6372,Sikkim,2019,2,737103,3239
6373,Sikkim,2019,2,737121,2827
6374,Sikkim,2019,3,737101,13584
6375,Sikkim,2019,3,737102,9884
6376,Sikkim,2019,3,737134,7809
6377,Sikkim,2019,3,737132,7615
6378,Sikkim,2019,3,737135,6481
6379,Sikkim,2019,3,737126,5557
6380,Sikkim,2019,3,737113,4526
6381,Sikkim,2019,3,737120,4413
6382,Sikkim,2019,3,737103,3643
6383,Sikkim,2019,3,737121,3356
6384,Sikkim,2019,4,737101,15223
6385,Sikkim,2019,4,737102,11002
6386,Sikkim,2019,4,737134,8964
6387,Sikkim,2019,4,737132,8456
6388,Sikkim,2019,4,737135,7240
6389,Sikkim,2019,4,737126,6464
6390,Sikkim,2019,4,737113,5181
6391,Sikkim,2019,4,737120,4869
6392,Sikkim,2019,4,737103,3999
6393,Sikkim,2019,4,737121,3995
6394,Sikkim,2020,1,737101,17139
6395,Sikkim,2020,1,737102,12201
6396,Sikkim,2020,1,737134,10222
6397,Sikkim,2020,1,737132,9292
6398,Sikkim,2020,1,737135,8051
6399,Sikkim,2020,1,737126,7462
6400,Sikkim,2020,1,737113,5869
6401,Sikkim,2020,1,737120,5305
6402,Sikkim,2020,1,737121,4720
6403,Sikkim,2020,1,737103,4434
6404,Sikkim,2020,2,737101,19227
6405,Sikkim,2020,2,737102,13610
6406,Sikkim,2020,2,737134,11915
6407,Sikkim,2020,2,737132,10447
6408,Sikkim,2020,2,737135,9160
6409,Sikkim,2020,2,737126,8958
6410,Sikkim,2020,2,737113,6822
6411,Sikkim,2020,2,737120,5833
6412,Sikkim,2020,2,737121,5749
6413,Sikkim,2020,2,737103,4938
6414,Sikkim,2020,3,737101,21525
6415,Sikkim,2020,3,737102,15094
6416,Sikkim,2020,3,737134,13624
6417,Sikkim,2020,3,737132,11586
6418,Sikkim,2020,3,737135,10222
6419,Sikkim,2020,3,737126,10158
6420,Sikkim,2020,3,737113,7782
6421,Sikkim,2020,3,737121,6733
6422,Sikkim,2020,3,737120,6342
6423,Sikkim,2020,3,737103,5456
6424,Sikkim,2020,4,737101,23744
6425,Sikkim,2020,4,737102,16577
6426,Sikkim,2020,4,737134,15077
6427,Sikkim,2020,4,737132,12638
6428,Sikkim,2020,4,737126,11350
6429,Sikkim,2020,4,737135,11169
6430,Sikkim,2020,4,737113,8583
6431,Sikkim,2020,4,737121,7474
6432,Sikkim,2020,4,737120,6926
6433,Sikkim,2020,4,737103,5977
6434,Sikkim,2021,1,737101,25663
6435,Sikkim,2021,1,737102,17843
6436,Sikkim,2021,1,737134,16236
6437,Sikkim,2021,1,737132,13649
6438,Sikkim,2021,1,737126,12273
6439,Sikkim,2021,1,737135,12017
6440,Sikkim,2021,1,737113,9258
6441,Sikkim,2021,1,737121,8095
6442,Sikkim,2021,1,737120,7423
6443,Sikkim,2021,1,737103,6443
6444,Sikkim,2021,2,737101,27441
6445,Sikkim,2021,2,737102,19098
6446,Sikkim,2021,2,737134,17409
6447,Sikkim,2021,2,737132,14618
6448,Sikkim,2021,2,737126,13159
6449,Sikkim,2021,2,737135,12879
6450,Sikkim,2021,2,737113,9970
6451,Sikkim,2021,2,737121,8689
6452,Sikkim,2021,2,737120,7948
6453,Sikkim,2021,2,737103,6915
6454,Sikkim,2021,3,737101,29396
6455,Sikkim,2021,3,737102,20468
6456,Sikkim,2021,3,737134,18740
6457,Sikkim,2021,3,737132,15682
6458,Sikkim,2021,3,737126,14145
6459,Sikkim,2021,3,737135,13811
6460,Sikkim,2021,3,737113,10760
6461,Sikkim,2021,3,737121,9361
6462,Sikkim,2021,3,737120,8604
6463,Sikkim,2021,3,737103,7436
6464,Sikkim,2021,4,737101,31343
6465,Sikkim,2021,4,737102,21810
6466,Sikkim,2021,4,737134,20001
6467,Sikkim,2021,4,737132,16715
6468,Sikkim,2021,4,737126,15175
6469,Sikkim,2021,4,737135,14764
6470,Sikkim,2021,4,737113,11524
6471,Sikkim,2021,4,737121,10012
6472,Sikkim,2021,4,737120,9245
6473,Sikkim,2021,4,737103,7965
6474,Sikkim,2022,1,737101,33157
6475,Sikkim,2022,1,737102,23098
6476,Sikkim,2022,1,737134,21281
6477,Sikkim,2022,1,737132,17728
6478,Sikkim,2022,1,737126,16079
6479,Sikkim,2022,1,737135,15654
6480,Sikkim,2022,1,737113,12301
6481,Sikkim,2022,1,737121,10688
6482,Sikkim,2022,1,737120,9820
6483,Sikkim,2022,1,737103,8440
6484,Sikkim,2022,2,737101,34848
6485,Sikkim,2022,2,737102,24299
6486,Sikkim,2022,2,737134,22433
6487,Sikkim,2022,2,737132,18657
6488,Sikkim,2022,2,737126,16979
6489,Sikkim,2022,2,737135,16506
6490,Sikkim,2022,2,737113,13025
6491,Sikkim,2022,2,737121,11289
6492,Sikkim,2022,2,737120,10381
6493,Sikkim,2022,2,737103,8885
6494,Sikkim,2022,3,737101,36580
6495,Sikkim,2022,3,737102,25512
6496,Sikkim,2022,3,737134,23630
6497,Sikkim,2022,3,737132,19633
6498,Sikkim,2022,3,737126,17775
6499,Sikkim,2022,3,737135,17399
6500,Sikkim,2022,3,737113,13634
6501,Sikkim,2022,3,737121,11780
6502,Sikkim,2022,3,737120,10901
6503,Sikkim,2022,3,737103,9349
6504,Sikkim,2022,4,737101,38348
6505,Sikkim,2022,4,737102,26669
6506,Sikkim,2022,4,737134,24659
6507,Sikkim,2022,4,737132,20507
6508,Sikkim,2022,4,737126,18512
6509,Sikkim,2022,4,737135,18170
6510,Sikkim,2022,4,737113,14122
6511,Sikkim,2022,4,737121,12204
6512,Sikkim,2022,4,737120,11369
6513,Sikkim,2022,4,737103,9731
6514,Sikkim,2023,1,737101,39951
6515,Sikkim,2023,1,737102,27829
6516,Sikkim,2023,1,737134,25736
6517,Sikkim,2023,1,737132,21376
6518,Sikkim,2023,1,737126,19329
6519,Sikkim,2023,1,737135,18992
6520,Sikkim,2023,1,737113,14738
6521,Sikkim,2023,1,737121,12726
6522,Sikkim,2023,1,737120,11868
6523,Sikkim,2023,1,737103,10158
6524,Sikkim,2023,2,737101,41406
6525,Sikkim,2023,2,737102,28847
6526,Sikkim,2023,2,737134,26811
6527,Sikkim,2023,2,737132,22234
6528,Sikkim,2023,2,737126,20106
6529,Sikkim,2023,2,737135,19740
6530,Sikkim,2023,2,737113,15390
6531,Sikkim,2023,2,737121,13276
6532,Sikkim,2023,2,737120,12382
6533,Sikkim,2023,2,737103,10586
6534,Tamil Nadu,2018,1,600100,19254
6535,Tamil Nadu,2018,1,602105,17170
6536,Tamil Nadu,2018,1,641602,17139
6537,Tamil Nadu,2018,1,635109,16386
6538,Tamil Nadu,2018,1,600042,16188
6539,Tamil Nadu,2018,1,600003,16113
6540,Tamil Nadu,2018,1,600119,15020
6541,Tamil Nadu,2018,1,600056,14894
6542,Tamil Nadu,2018,1,600053,13947
6543,Tamil Nadu,2018,1,600097,13934
6544,Tamil Nadu,2018,2,600100,26004
6545,Tamil Nadu,2018,2,641602,24485
6546,Tamil Nadu,2018,2,602105,23885
6547,Tamil Nadu,2018,2,635109,23421
6548,Tamil Nadu,2018,2,600042,21630
6549,Tamil Nadu,2018,2,600003,21275
6550,Tamil Nadu,2018,2,600056,20493
6551,Tamil Nadu,2018,2,600119,19870
6552,Tamil Nadu,2018,2,635126,19632
6553,Tamil Nadu,2018,2,600053,19366
6554,Tamil Nadu,2018,3,600100,32407
6555,Tamil Nadu,2018,3,641602,32062
6556,Tamil Nadu,2018,3,602105,30685
6557,Tamil Nadu,2018,3,635109,30342
6558,Tamil Nadu,2018,3,600042,27281
6559,Tamil Nadu,2018,3,600056,25710
6560,Tamil Nadu,2018,3,635126,25446
6561,Tamil Nadu,2018,3,600119,25310
6562,Tamil Nadu,2018,3,600003,25211
6563,Tamil Nadu,2018,3,600053,24350
6564,Tamil Nadu,2018,4,600100,42866
6565,Tamil Nadu,2018,4,641602,41636
6566,Tamil Nadu,2018,4,602105,40337
6567,Tamil Nadu,2018,4,635109,39553
6568,Tamil Nadu,2018,4,600042,35139
6569,Tamil Nadu,2018,4,600056,34394
6570,Tamil Nadu,2018,4,635126,33327
6571,Tamil Nadu,2018,4,600119,32763
6572,Tamil Nadu,2018,4,600053,32652
6573,Tamil Nadu,2018,4,600003,31780
6574,Tamil Nadu,2019,1,600100,51245
6575,Tamil Nadu,2019,1,641602,49716
6576,Tamil Nadu,2019,1,602105,48656
6577,Tamil Nadu,2019,1,635109,48062
6578,Tamil Nadu,2019,1,600042,41510
6579,Tamil Nadu,2019,1,600056,41450
6580,Tamil Nadu,2019,1,635126,40399
6581,Tamil Nadu,2019,1,600053,39199
