,State,Year,Quarter,District,Count,Amount
8402,Maharashtra,2020,1,yavatmal district,1062147,1665121778.7888567
8403,Maharashtra,2020,1,aurangabad district,9438690,11942430956.817465
8404,Maharashtra,2020,1,amravati district,2854580,3698477117.9680448
8405,Maharashtra,2020,1,washim district,2080496,4501861141.423245
8406,Maharashtra,2020,1,sangli district,2093409,3269991688.1702304
8407,Maharashtra,2020,1,gadchiroli district,414941,675029110.1633042
8408,Maharashtra,2020,1,raigad district,4244606,6091061427.355885
8409,Maharashtra,2020,1,palghar district,3821386,5554757052.338003
8410,Maharashtra,2020,1,jalna district,1554254,2488830260.000312
8411,Maharashtra,2020,1,gondia district,617809,1016032314.1831489
8412,Maharashtra,2020,1,ahmednagar district,5518308,9057699649.519627
8413,Maharashtra,2020,1,pune district,107497963,119146177775.3236
8414,Maharashtra,2020,1,beed district,1616755,2914670396.431482
8415,Maharashtra,2020,1,satara district,3113859,4120146162.712983
8416,Maharashtra,2020,2,jalgaon district,3727977,6134997055.559946
8417,Maharashtra,2020,2,latur district,2772910,4472025609.504336
8418,Maharashtra,2020,2,thane district,12230364,18163626280.67061
8419,Maharashtra,2020,2,bhandara district,890538,1370441356.1968591
8420,Maharashtra,2020,2,nandurbar district,766368,1344237632.9119701
8421,Maharashtra,2020,2,chandrapur district,1514383,2085827481.1941326
8422,Maharashtra,2020,2,kolhapur district,3390905,4716100903.754046
8423,Maharashtra,2020,2,solapur district,6271738,11057370637.178139
8424,Maharashtra,2020,2,mumbai district,2837817,4795823345.489866
8425,Maharashtra,2020,2,sindhudurg district,452629,550426816.3519356
8426,Maharashtra,2020,2,dhule district,1706807,2865405294.685203
8427,Maharashtra,2020,2,wardha district,968066,1416490440.0702643
8428,Maharashtra,2020,2,parbhani district,1460967,2399924431.431336
8429,Maharashtra,2020,2,mumbai suburban district,14673823,26603760478.450813
8430,Maharashtra,2020,2,hingoli district,775498,1223636878.0366883
8431,Maharashtra,2020,2,ratnagiri district,834955,1029151098.1060637
8432,Maharashtra,2020,2,nanded district,2592680,4677507608.453169
8433,Maharashtra,2020,2,osmanabad district,2058303,3600377012.9277935
8434,Maharashtra,2020,2,nagpur district,8581175,13518590358.37893
8435,Maharashtra,2020,2,buldhana district,2419215,4723655180.111789
8436,Maharashtra,2020,2,nashik district,11893531,17207891612.65169
8437,Maharashtra,2020,2,akola district,1207755,1812714456.7764344
8438,Maharashtra,2020,2,yavatmal district,1483416,2245522554.4020457
8439,Maharashtra,2020,2,aurangabad district,7820545,11549930061.996231
8440,Maharashtra,2020,2,amravati district,2868272,4203630855.781695
8441,Maharashtra,2020,2,washim district,2533987,6099370009.250559
8442,Maharashtra,2020,2,sangli district,2593679,4046325761.648611
8443,Maharashtra,2020,2,gadchiroli district,574657,908122753.1200151
8444,Maharashtra,2020,2,raigad district,4056198,5669347658.182283
8445,Maharashtra,2020,2,palghar district,4237438,5239353069.683626
8446,Maharashtra,2020,2,jalna district,2008102,3307905950.218322
8447,Maharashtra,2020,2,gondia district,805107,1384067598.312616
8448,Maharashtra,2020,2,ahmednagar district,6617740,11240715303.18826
8449,Maharashtra,2020,2,pune district,58840981,94890914730.75931
8450,Maharashtra,2020,2,beed district,2593890,4724429309.854979
8451,Maharashtra,2020,2,satara district,3728345,5079899574.13271
8452,Maharashtra,2020,3,jalgaon district,4687954,8431535730.8163595
8453,Maharashtra,2020,3,latur district,3309492,5748283428.37841
8454,Maharashtra,2020,3,thane district,16568232,26708998225.097702
8455,Maharashtra,2020,3,bhandara district,1083453,1852362108.5443692
8456,Maharashtra,2020,3,nandurbar district,910384,1720959142.794833
8457,Maharashtra,2020,3,chandrapur district,1910883,2886484302.6107407
8458,Maharashtra,2020,3,kolhapur district,4272945,6608568950.738272
8459,Maharashtra,2020,3,solapur district,8375851,16121372736.652994
8460,Maharashtra,2020,3,mumbai district,3740959,6984270360.019845
8461,Maharashtra,2020,3,sindhudurg district,521528,720890129.6463914
8462,Maharashtra,2020,3,dhule district,2146455,4076865156.390772
8463,Maharashtra,2020,3,wardha district,1171546,1930521487.6155033
8464,Maharashtra,2020,3,parbhani district,1886141,3647572014.927022
8465,Maharashtra,2020,3,mumbai suburban district,20687558,38421032377.84478
8466,Maharashtra,2020,3,hingoli district,921760,1713781075.7712855
8467,Maharashtra,2020,3,ratnagiri district,945643,1333106781.0358593
8468,Maharashtra,2020,3,nanded district,3194923,6348462429.110924
8469,Maharashtra,2020,3,osmanabad district,2489096,4682189937.23473
8470,Maharashtra,2020,3,nagpur district,11746960,18854510864.94963
8471,Maharashtra,2020,3,buldhana district,2928610,6020031152.408256
8472,Maharashtra,2020,3,nashik district,17587671,26675908700.898186
8473,Maharashtra,2020,3,akola district,1518861,2574200192.6792965
8474,Maharashtra,2020,3,yavatmal district,1743407,3032251175.851321
8475,Maharashtra,2020,3,aurangabad district,12231686,19033463159.354687
8476,Maharashtra,2020,3,amravati district,3774174,6075582865.198356
8477,Maharashtra,2020,3,washim district,2135042,4973062170.693851
8478,Maharashtra,2020,3,sangli district,3148369,5477370561.1483555
8479,Maharashtra,2020,3,gadchiroli district,678774,1203705611.4544067
8480,Maharashtra,2020,3,raigad district,5427408,8380993717.388744
8481,Maharashtra,2020,3,palghar district,5046305,7298216466.360155
8482,Maharashtra,2020,3,jalna district,2539902,4610124935.89871
8483,Maharashtra,2020,3,gondia district,927925,1784236182.421629
8484,Maharashtra,2020,3,ahmednagar district,8883332,16593214276.595514
8485,Maharashtra,2020,3,pune district,101472134,154366363808.0403
8486,Maharashtra,2020,3,beed district,3118322,6611620805.641609
8487,Maharashtra,2020,3,satara district,4577239,6804965990.2244625
8488,Maharashtra,2020,4,jalgaon district,6985861,12494067001.692066
8489,Maharashtra,2020,4,latur district,5323018,9526451376.752083
8490,Maharashtra,2020,4,thane district,30073494,43911916102.087776
8491,Maharashtra,2020,4,bhandara district,1557214,2686273675.0661483
8492,Maharashtra,2020,4,nandurbar district,1339578,2517220918.8553166
8493,Maharashtra,2020,4,chandrapur district,2924775,4626249365.961412
8494,Maharashtra,2020,4,kolhapur district,6953772,10786069175.176712
8495,Maharashtra,2020,4,solapur district,12746918,24047679847.907963
8496,Maharashtra,2020,4,mumbai district,7347827,13445000527.76939
8497,Maharashtra,2020,4,sindhudurg district,704068,1074666905.9848752
8498,Maharashtra,2020,4,dhule district,3259845,6104788321.365406
8499,Maharashtra,2020,4,wardha district,1765818,2809665509.7208304
8500,Maharashtra,2020,4,parbhani district,2927074,5384672051.2516165
8501,Maharashtra,2020,4,mumbai suburban district,31947471,52567087497.07483
8502,Maharashtra,2020,4,hingoli district,1323826,2457013063.704149
8503,Maharashtra,2020,4,ratnagiri district,1239737,1918661281.470666
8504,Maharashtra,2020,4,nanded district,4944241,10129280636.851904
8505,Maharashtra,2020,4,osmanabad district,3700883,7067137735.692784
8506,Maharashtra,2020,4,nagpur district,17881031,27734234062.40806
8507,Maharashtra,2020,4,buldhana district,4315634,8694631794.55773
8508,Maharashtra,2020,4,nashik district,25886584,38876096829.7729
8509,Maharashtra,2020,4,akola district,2321592,3994626251.8553295
8510,Maharashtra,2020,4,yavatmal district,2582434,4650557075.489644
8511,Maharashtra,2020,4,aurangabad district,19001745,27681773653.44072
8512,Maharashtra,2020,4,amravati district,5645786,9549659612.368576
8513,Maharashtra,2020,4,washim district,5782133,13400145744.069927
8514,Maharashtra,2020,4,sangli district,4990427,8677291713.203817
8515,Maharashtra,2020,4,gadchiroli district,953205,1842068911.886773
8516,Maharashtra,2020,4,raigad district,9634903,13939207766.945723
8517,Maharashtra,2020,4,palghar district,8070045,11789420098.043339
8518,Maharashtra,2020,4,jalna district,3740553,6701628487.028286
8519,Maharashtra,2020,4,gondia district,1312868,2564702116.1102557
8520,Maharashtra,2020,4,ahmednagar district,13929256,25560818870.6825
8521,Maharashtra,2020,4,pune district,142350762,182511549425.14316
8522,Maharashtra,2020,4,beed district,4622657,9549129679.112585
8523,Maharashtra,2020,4,satara district,7533969,10884087745.800198
8524,Maharashtra,2021,1,jalgaon district,7125707,13436630175.753107
8525,Maharashtra,2021,1,latur district,5760464,10272773258.588238
8526,Maharashtra,2021,1,thane district,33503449,48840960311.87904
8527,Maharashtra,2021,1,bhandara district,1564520,2913849252.9130535
8528,Maharashtra,2021,1,nandurbar district,1383515,2901763348.7850657
8529,Maharashtra,2021,1,chandrapur district,3151866,5069729588.572804
8530,Maharashtra,2021,1,kolhapur district,7652720,11901398334.29837
8531,Maharashtra,2021,1,solapur district,13720797,26445846333.97523
8532,Maharashtra,2021,1,mumbai district,8188922,15047988751.590004
8533,Maharashtra,2021,1,sindhudurg district,687743,1257865634.0263405
8534,Maharashtra,2021,1,dhule district,3403609,6669525561.754
8535,Maharashtra,2021,1,wardha district,1840914,3127038656.9324656
8536,Maharashtra,2021,1,parbhani district,3263936,6070517241.173687
8537,Maharashtra,2021,1,mumbai suburban district,49079788,75911506798.24136
8538,Maharashtra,2021,1,hingoli district,1278417,2500851214.1490774
8539,Maharashtra,2021,1,ratnagiri district,1238194,2129551543.4130135
8540,Maharashtra,2021,1,nanded district,5176083,10853543031.67955
8541,Maharashtra,2021,1,osmanabad district,3859502,7459855804.480752
8542,Maharashtra,2021,1,nagpur district,20132732,31261594334.217766
8543,Maharashtra,2021,1,buldhana district,4321520,9192518486.187069
8544,Maharashtra,2021,1,nashik district,27235543,41832846588.20086
8545,Maharashtra,2021,1,akola district,2410033,4313676653.103065
8546,Maharashtra,2021,1,yavatmal district,2673201,5192118900.718618
8547,Maharashtra,2021,1,aurangabad district,20324679,29945191784.134216
8548,Maharashtra,2021,1,amravati district,5370072,9628361958.166653
8549,Maharashtra,2021,1,washim district,16119131,32164445523.209106
8550,Maharashtra,2021,1,sangli district,5514760,9850670767.038408
8551,Maharashtra,2021,1,gadchiroli district,959325,2010484968.1852307
8552,Maharashtra,2021,1,raigad district,10673549,15596964081.61911
8553,Maharashtra,2021,1,palghar district,8313771,12738143184.389732
8554,Maharashtra,2021,1,jalna district,3795010,7135028200.598163
8555,Maharashtra,2021,1,gondia district,1400318,2892659242.6240034
8556,Maharashtra,2021,1,ahmednagar district,14942900,27709537707.314117
8557,Maharashtra,2021,1,pune district,208930588,253623629237.65793
8558,Maharashtra,2021,1,beed district,4851168,10322699960.987194
8559,Maharashtra,2021,1,satara district,8011794,11665585732.692352
8560,Maharashtra,2021,2,jalgaon district,9203822,17827507489.14714
8561,Maharashtra,2021,2,latur district,6926698,12775603482.762703
8562,Maharashtra,2021,2,thane district,34695330,51834001818.133484
8563,Maharashtra,2021,2,bhandara district,1822721,3497598608.1527295
8564,Maharashtra,2021,2,nandurbar district,1769625,3685674679.0347614
8565,Maharashtra,2021,2,chandrapur district,3869197,6284653560.530261
8566,Maharashtra,2021,2,kolhapur district,8091062,13193153731.663414
8567,Maharashtra,2021,2,solapur district,16828619,33876247851.21455
8568,Maharashtra,2021,2,mumbai district,7493859,13269905417.180565
8569,Maharashtra,2021,2,sindhudurg district,744195,1343035806.176563
8570,Maharashtra,2021,2,dhule district,4332008,8554199986.261333
8571,Maharashtra,2021,2,wardha district,2139522,3699297144.8283005
8572,Maharashtra,2021,2,parbhani district,4436069,8209849173.250013
8573,Maharashtra,2021,2,mumbai suburban district,51172626,79709409341.93018
8574,Maharashtra,2021,2,hingoli district,1723420,3436318356.586167
8575,Maharashtra,2021,2,ratnagiri district,1425394,2433599392.9835916
8576,Maharashtra,2021,2,nanded district,6605754,14281557245.034132
8577,Maharashtra,2021,2,osmanabad district,4779631,9350468423.935925
8578,Maharashtra,2021,2,nagpur district,22506189,36690120293.721405
8579,Maharashtra,2021,2,buldhana district,5761237,12195032520.59851
8580,Maharashtra,2021,2,nashik district,28391827,47825836433.598206
8581,Maharashtra,2021,2,akola district,3118344,5603968802.647449
8582,Maharashtra,2021,2,yavatmal district,3570984,6810703585.523739
8583,Maharashtra,2021,2,aurangabad district,23744887,36191383377.4905
8584,Maharashtra,2021,2,amravati district,6482349,11779345148.384516
8585,Maharashtra,2021,2,washim district,27190170,55251595071.35002
8586,Maharashtra,2021,2,sangli district,6227375,11675925279.769922
8587,Maharashtra,2021,2,gadchiroli district,1212525,2440258252.3546357
8588,Maharashtra,2021,2,raigad district,11509927,16915509520.363083
8589,Maharashtra,2021,2,palghar district,8657621,12997801116.852173
8590,Maharashtra,2021,2,jalna district,4973393,9302678916.188164
8591,Maharashtra,2021,2,gondia district,1714392,3601577353.6618857
8592,Maharashtra,2021,2,ahmednagar district,16869500,32660327252.892723
8593,Maharashtra,2021,2,pune district,218732925,298657497266.993
8594,Maharashtra,2021,2,beed district,6303927,13880929754.80759
8595,Maharashtra,2021,2,satara district,8589362,13372484167.690807
8596,Maharashtra,2021,3,jalgaon district,11683707,20222318554.82865
8597,Maharashtra,2021,3,latur district,9248789,15056539122.121685
8598,Maharashtra,2021,3,thane district,46296081,66370065441.36949
8599,Maharashtra,2021,3,bhandara district,2346620,4177653275.8378654
8600,Maharashtra,2021,3,nandurbar district,2294230,4289557263.3032947
8601,Maharashtra,2021,3,chandrapur district,5223272,7710188968.380587
8602,Maharashtra,2021,3,kolhapur district,11008132,17285308890.913483
8603,Maharashtra,2021,3,solapur district,22642205,41800216299.60483
8604,Maharashtra,2021,3,mumbai district,11491677,20168312966.816475
8605,Maharashtra,2021,3,sindhudurg district,901040,1629829529.5913053
8606,Maharashtra,2021,3,dhule district,5529023,10014453951.958511
8607,Maharashtra,2021,3,wardha district,2839183,4424402893.294242
8608,Maharashtra,2021,3,parbhani district,6675022,10674377409.491228
8609,Maharashtra,2021,3,mumbai suburban district,67846531,100494598469.06511
8610,Maharashtra,2021,3,hingoli district,2161199,3965562680.570984
8611,Maharashtra,2021,3,ratnagiri district,1682108,2812554265.7598977
8612,Maharashtra,2021,3,nanded district,8916177,16631083455.668392
8613,Maharashtra,2021,3,osmanabad district,6137588,10879099861.925121
8614,Maharashtra,2021,3,nagpur district,29998841,44274024437.65408
8615,Maharashtra,2021,3,buldhana district,7413428,13612640871.006664
8616,Maharashtra,2021,3,nashik district,39927545,60198709473.80904
8617,Maharashtra,2021,3,akola district,4155570,6724928544.7167
8618,Maharashtra,2021,3,yavatmal district,4696326,8082506308.227329
8619,Maharashtra,2021,3,aurangabad district,32667108,45343695947.53139
8620,Maharashtra,2021,3,amravati district,8512827,13891877202.076294
8621,Maharashtra,2021,3,washim district,47716080,89156949627.79578
8622,Maharashtra,2021,3,sangli district,8352537,14641584802.926895
8623,Maharashtra,2021,3,gadchiroli district,1543698,2975813665.779912
8624,Maharashtra,2021,3,raigad district,15666356,21716387176.677456
8625,Maharashtra,2021,3,palghar district,11918989,17245742713.72838
8626,Maharashtra,2021,3,jalna district,6262192,10808380341.003181
8627,Maharashtra,2021,3,gondia district,2236319,4202183466.3787003
8628,Maharashtra,2021,3,ahmednagar district,23270731,41445914645.10296
8629,Maharashtra,2021,3,pune district,303322956,372243656247.4718
8630,Maharashtra,2021,3,beed district,8279040,16758879510.504045
8631,Maharashtra,2021,3,satara district,12010933,17327306884.54817
8632,Maharashtra,2021,4,jalgaon district,15456402,26909954530.424908
8633,Maharashtra,2021,4,latur district,12678966,20736966202.77146
8634,Maharashtra,2021,4,thane district,58731186,82756618879.3905
8635,Maharashtra,2021,4,bhandara district,3014353,5371508386.170332
8636,Maharashtra,2021,4,nandurbar district,3087075,5793563146.987923
8637,Maharashtra,2021,4,chandrapur district,7009727,10412294822.20895
8638,Maharashtra,2021,4,kolhapur district,15202155,23311142306.113045
