,State,Year,Quarter,District,Count,Amount
7979,Madhya Pradesh,2022,4,east nimar district,5770316,8592415791.87511
7980,Madhya Pradesh,2022,4,chhindwara district,245710341,350638062974.8574
7981,Madhya Pradesh,2022,4,umaria district,1954168,2842781862.3472924
7982,Madhya Pradesh,2022,4,mandla district,2538024,4341952191.501655
7983,Madhya Pradesh,2022,4,indore district,158576063,210881632372.97565
7984,Madhya Pradesh,2022,4,shahdol district,10700938,14780956554.066238
7985,Madhya Pradesh,2022,4,ratlam district,7498598,13746333050.618015
7986,Madhya Pradesh,2022,4,panna district,2209465,3903628822.4956465
7987,Madhya Pradesh,2022,4,chhatarpur district,5519834,9172166022.913769
7988,Madhya Pradesh,2023,1,morena district,10686191,20763211198.0
7989,Madhya Pradesh,2023,1,alirajpur district,1699280,3014271212.0
7990,Madhya Pradesh,2023,1,sehore district,16316080,23436920406.0
7991,Madhya Pradesh,2023,1,rajgarh district,14241438,22816765693.0
7992,Madhya Pradesh,2023,1,khargone district,14134805,23107387024.0
7993,Madhya Pradesh,2023,1,satna district,14659261,23248811742.0
7994,Madhya Pradesh,2023,1,narsinghpur district,7632517,12760355274.0
7995,Madhya Pradesh,2023,1,jabalpur district,25123516,37663871660.0
7996,Madhya Pradesh,2023,1,hoshangabad district,10868522,16701530435.0
7997,Madhya Pradesh,2023,1,vidisha district,10358005,15695513889.0
7998,Madhya Pradesh,2023,1,balaghat district,11797166,19573952680.0
7999,Madhya Pradesh,2023,1,singrauli district,12426060,17865093566.0
8000,Madhya Pradesh,2023,1,betul district,11215522,16520149408.0
8001,Madhya Pradesh,2023,1,sidhi district,6435775,10699562881.0
8002,Madhya Pradesh,2023,1,datia district,4011463,7336433329.0
8003,Madhya Pradesh,2023,1,dewas district,19792878,29287649682.0
8004,Madhya Pradesh,2023,1,sheopur district,2868709,5271059935.0
8005,Madhya Pradesh,2023,1,neemuch district,7470963,12686616322.0
8006,Madhya Pradesh,2023,1,raisen district,12596483,17234041147.0
8007,Madhya Pradesh,2023,1,mandsaur district,12214565,20429209086.0
8008,Madhya Pradesh,2023,1,barwani district,7241976,11665294275.0
8009,Madhya Pradesh,2023,1,katni district,7974722,12697466536.0
8010,Madhya Pradesh,2023,1,dindori district,2626882,4198821455.0
8011,Madhya Pradesh,2023,1,shivpuri district,9999695,16247149328.0
8012,Madhya Pradesh,2023,1,gwalior district,32530192,52982719835.0
8013,Madhya Pradesh,2023,1,anuppur district,4978578,6898317563.0
8014,Madhya Pradesh,2023,1,agar malwa district,5652257,8890197383.0
8015,Madhya Pradesh,2023,1,ashoknagar district,4636570,7056791855.0
8016,Madhya Pradesh,2023,1,sagar district,15749995,23447713210.0
8017,Madhya Pradesh,2023,1,niwari district,1908052,2838128662.0
8018,Madhya Pradesh,2023,1,rewa district,16354341,27952686901.0
8019,Madhya Pradesh,2023,1,shajapur district,9144868,14010310387.0
8020,Madhya Pradesh,2023,1,ujjain district,26942883,40817423529.0
8021,Madhya Pradesh,2023,1,bhind district,7701586,14167957162.0
8022,Madhya Pradesh,2023,1,tikamgarh district,5112355,6655789911.0
8023,Madhya Pradesh,2023,1,seoni district,9165024,15277605373.0
8024,Madhya Pradesh,2023,1,harda district,4221781,6865152580.0
8025,Madhya Pradesh,2023,1,burhanpur district,5500116,8033806219.0
8026,Madhya Pradesh,2023,1,damoh district,5189467,8647652668.0
8027,Madhya Pradesh,2023,1,bhopal district,90233129,100743031945.0
8028,Madhya Pradesh,2023,1,jhabua district,4267462,7361953378.0
8029,Madhya Pradesh,2023,1,dhar district,23103625,33382954474.0
8030,Madhya Pradesh,2023,1,guna district,10921889,15668230156.0
8031,Madhya Pradesh,2023,1,east nimar district,10196585,14043471330.0
8032,Madhya Pradesh,2023,1,chhindwara district,17392755,24958783288.0
8033,Madhya Pradesh,2023,1,umaria district,3458056,4964089653.0
8034,Madhya Pradesh,2023,1,mandla district,4528309,7487595655.0
8035,Madhya Pradesh,2023,1,indore district,125871728,151714773334.0
8036,Madhya Pradesh,2023,1,shahdol district,8460666,12243800481.0
8037,Madhya Pradesh,2023,1,ratlam district,13368185,22589719049.0
8038,Madhya Pradesh,2023,1,panna district,3996487,6811134093.0
8039,Madhya Pradesh,2023,1,chhatarpur district,9587555,14593671664.0
8040,Madhya Pradesh,2023,2,morena district,12746595,23090535110.0
8041,Madhya Pradesh,2023,2,alirajpur district,2044217,3410365854.0
8042,Madhya Pradesh,2023,2,sehore district,18815311,28128404111.0
8043,Madhya Pradesh,2023,2,rajgarh district,16220050,26258964576.0
8044,Madhya Pradesh,2023,2,khargone district,16316176,25590576015.0
8045,Madhya Pradesh,2023,2,satna district,17480872,26092732307.0
8046,Madhya Pradesh,2023,2,narsinghpur district,8759675,13912452183.0
8047,Madhya Pradesh,2023,2,jabalpur district,28848316,41668633973.0
8048,Madhya Pradesh,2023,2,hoshangabad district,12933700,20327799783.0
8049,Madhya Pradesh,2023,2,vidisha district,12032535,20267662231.0
8050,Madhya Pradesh,2023,2,balaghat district,13529037,20202541461.0
8051,Madhya Pradesh,2023,2,singrauli district,14469817,19848155468.0
8052,Madhya Pradesh,2023,2,betul district,13026175,18471881890.0
8053,Madhya Pradesh,2023,2,sidhi district,8014311,12772051930.0
8054,Madhya Pradesh,2023,2,datia district,4835555,8694596521.0
8055,Madhya Pradesh,2023,2,dewas district,22398163,33309353948.0
8056,Madhya Pradesh,2023,2,sheopur district,3376585,6096923395.0
8057,Madhya Pradesh,2023,2,neemuch district,8882314,14553031730.0
8058,Madhya Pradesh,2023,2,raisen district,14772187,21120817357.0
8059,Madhya Pradesh,2023,2,mandsaur district,14328054,23263341441.0
8060,Madhya Pradesh,2023,2,barwani district,8733872,12865387100.0
8061,Madhya Pradesh,2023,2,katni district,9309198,13841697027.0
8062,Madhya Pradesh,2023,2,dindori district,3150072,4476124554.0
8063,Madhya Pradesh,2023,2,shivpuri district,11945643,18804002020.0
8064,Madhya Pradesh,2023,2,gwalior district,37274900,57528982641.0
8065,Madhya Pradesh,2023,2,anuppur district,5812115,7274177404.0
8066,Madhya Pradesh,2023,2,agar malwa district,6556962,10211660013.0
8067,Madhya Pradesh,2023,2,ashoknagar district,5389942,8531243843.0
8068,Madhya Pradesh,2023,2,sagar district,18388702,28198548692.0
8069,Madhya Pradesh,2023,2,niwari district,2213184,3194991117.0
8070,Madhya Pradesh,2023,2,rewa district,20065798,32186209412.0
8071,Madhya Pradesh,2023,2,shajapur district,10590494,16674703111.0
8072,Madhya Pradesh,2023,2,ujjain district,30837675,46609017169.0
8073,Madhya Pradesh,2023,2,bhind district,9363112,16700023853.0
8074,Madhya Pradesh,2023,2,tikamgarh district,5829261,7630069079.0
8075,Madhya Pradesh,2023,2,seoni district,10810911,17006571666.0
8076,Madhya Pradesh,2023,2,harda district,4972958,8831497569.0
8077,Madhya Pradesh,2023,2,burhanpur district,6429644,9294831065.0
8078,Madhya Pradesh,2023,2,damoh district,6240346,10076429047.0
8079,Madhya Pradesh,2023,2,bhopal district,101329806,112080830923.0
8080,Madhya Pradesh,2023,2,jhabua district,4953992,8100602241.0
8081,Madhya Pradesh,2023,2,dhar district,26679875,36996250233.0
8082,Madhya Pradesh,2023,2,guna district,12090512,18248026141.0
8083,Madhya Pradesh,2023,2,east nimar district,11954422,16128137001.0
8084,Madhya Pradesh,2023,2,chhindwara district,20020454,28324665903.0
8085,Madhya Pradesh,2023,2,umaria district,4062198,5326154622.0
8086,Madhya Pradesh,2023,2,mandla district,5342369,8075464610.0
8087,Madhya Pradesh,2023,2,indore district,142167846,167783471243.0
8088,Madhya Pradesh,2023,2,shahdol district,9769820,13105756249.0
8089,Madhya Pradesh,2023,2,ratlam district,15441252,25581072044.0
8090,Madhya Pradesh,2023,2,panna district,4978175,8158604151.0
8091,Madhya Pradesh,2023,2,chhatarpur district,11501905,17514926481.0
8092,Maharashtra,2018,1,jalgaon district,332668,346720332.5468058
8093,Maharashtra,2018,1,latur district,259016,237246239.72263384
8094,Maharashtra,2018,1,thane district,1243518,1995816824.6734967
8095,Maharashtra,2018,1,bhandara district,94217,76998452.71289259
8096,Maharashtra,2018,1,nandurbar district,60163,70543831.7235167
8097,Maharashtra,2018,1,chandrapur district,142067,129589201.64438972
8098,Maharashtra,2018,1,kolhapur district,351519,354723905.37194455
8099,Maharashtra,2018,1,solapur district,451438,535791949.03747725
8100,Maharashtra,2018,1,mumbai district,2671029,3923116793.952079
8101,Maharashtra,2018,1,sindhudurg district,37285,44348287.06745251
8102,Maharashtra,2018,1,dhule district,139376,148893541.0108487
8103,Maharashtra,2018,1,wardha district,111564,103196998.87284872
8104,Maharashtra,2018,1,parbhani district,126868,109058549.63370109
8105,Maharashtra,2018,1,mumbai suburban district,1444587,2385242801.2881713
8106,Maharashtra,2018,1,hingoli district,70314,57281673.810775355
8107,Maharashtra,2018,1,ratnagiri district,57950,68234354.14796054
8108,Maharashtra,2018,1,nanded district,221472,195376791.80416867
8109,Maharashtra,2018,1,osmanabad district,129616,137513718.00884378
8110,Maharashtra,2018,1,nagpur district,592456,781981176.1740795
8111,Maharashtra,2018,1,buldhana district,211789,213497260.88909543
8112,Maharashtra,2018,1,nashik district,669259,874435847.1021329
8113,Maharashtra,2018,1,akola district,112541,98691994.83880849
8114,Maharashtra,2018,1,yavatmal district,120864,120777011.26783088
8115,Maharashtra,2018,1,aurangabad district,620430,680361961.5537964
8116,Maharashtra,2018,1,amravati district,219644,203490300.91845012
8117,Maharashtra,2018,1,washim district,60452,53956265.55059725
8118,Maharashtra,2018,1,sangli district,231021,241538564.28883797
8119,Maharashtra,2018,1,gadchiroli district,50072,50790947.89558024
8120,Maharashtra,2018,1,raigad district,310127,481978060.4382123
8121,Maharashtra,2018,1,palghar district,316766,432288177.5824667
8122,Maharashtra,2018,1,jalna district,154861,147117543.13653943
8123,Maharashtra,2018,1,gondia district,96798,94654514.07400316
8124,Maharashtra,2018,1,ahmednagar district,438972,522540233.7072377
8125,Maharashtra,2018,1,pune district,3842929,5378982326.835919
8126,Maharashtra,2018,1,beed district,146374,149979287.08010322
8127,Maharashtra,2018,1,satara district,247012,264857537.36135083
8128,Maharashtra,2018,2,jalgaon district,456493,640487534.1817575
8129,Maharashtra,2018,2,latur district,348856,459161764.33925414
8130,Maharashtra,2018,2,thane district,1773084,3339349832.4085298
8131,Maharashtra,2018,2,bhandara district,142191,155791247.126618
8132,Maharashtra,2018,2,nandurbar district,81758,129892439.53872508
8133,Maharashtra,2018,2,chandrapur district,218475,273995050.81267655
8134,Maharashtra,2018,2,kolhapur district,459551,602368098.7087289
8135,Maharashtra,2018,2,solapur district,657732,1017429009.0580833
8136,Maharashtra,2018,2,mumbai district,3277612,6048515205.760132
8137,Maharashtra,2018,2,sindhudurg district,59117,82415986.89444102
8138,Maharashtra,2018,2,dhule district,193300,272204202.2769386
8139,Maharashtra,2018,2,wardha district,153356,194612545.356838
8140,Maharashtra,2018,2,parbhani district,165911,209686461.81788087
8141,Maharashtra,2018,2,mumbai suburban district,2055232,3877425976.6560874
8142,Maharashtra,2018,2,hingoli district,99174,117125956.75740682
8143,Maharashtra,2018,2,ratnagiri district,88067,127489340.06416306
8144,Maharashtra,2018,2,nanded district,301594,409059135.82402456
8145,Maharashtra,2018,2,osmanabad district,180136,259621224.30486536
8146,Maharashtra,2018,2,nagpur district,792349,1325086381.0421863
8147,Maharashtra,2018,2,buldhana district,289553,423294588.7912706
8148,Maharashtra,2018,2,nashik district,956098,1502940957.143
8149,Maharashtra,2018,2,akola district,150414,180567458.51767427
8150,Maharashtra,2018,2,yavatmal district,175489,228933313.44599646
8151,Maharashtra,2018,2,aurangabad district,789032,1121247393.1699817
8152,Maharashtra,2018,2,amravati district,296011,374738414.3468704
8153,Maharashtra,2018,2,washim district,88839,107100711.19311343
8154,Maharashtra,2018,2,sangli district,317849,457068758.97068834
8155,Maharashtra,2018,2,gadchiroli district,78306,105087908.63657811
8156,Maharashtra,2018,2,raigad district,469802,849899520.0504555
8157,Maharashtra,2018,2,palghar district,467130,737532817.3633374
8158,Maharashtra,2018,2,jalna district,204649,264258550.15968144
8159,Maharashtra,2018,2,gondia district,148668,195516935.27670705
8160,Maharashtra,2018,2,ahmednagar district,616058,960786263.1601061
8161,Maharashtra,2018,2,pune district,5162876,8513428062.925207
8162,Maharashtra,2018,2,beed district,213528,305485923.1836834
8163,Maharashtra,2018,2,satara district,357450,487452271.8579569
8164,Maharashtra,2018,3,jalgaon district,595180,896878047.3857558
8165,Maharashtra,2018,3,latur district,420545,638779718.7784297
8166,Maharashtra,2018,3,thane district,2611297,4941785822.789892
8167,Maharashtra,2018,3,bhandara district,175526,215305769.81174365
8168,Maharashtra,2018,3,nandurbar district,108557,177379382.02461082
8169,Maharashtra,2018,3,chandrapur district,285271,378940738.57964325
8170,Maharashtra,2018,3,kolhapur district,639398,874723680.9432416
8171,Maharashtra,2018,3,solapur district,957281,1548416428.5291772
8172,Maharashtra,2018,3,mumbai district,4090811,7438893352.297363
8173,Maharashtra,2018,3,sindhudurg district,76130,112870065.22964165
8174,Maharashtra,2018,3,dhule district,245060,391278436.06745607
8175,Maharashtra,2018,3,wardha district,208207,281115528.9408974
8176,Maharashtra,2018,3,parbhani district,204284,299298112.8339572
8177,Maharashtra,2018,3,mumbai suburban district,3049903,5567618775.346841
8178,Maharashtra,2018,3,hingoli district,128836,169654673.92500454
8179,Maharashtra,2018,3,ratnagiri district,129543,198754527.89749503
8180,Maharashtra,2018,3,nanded district,407264,602425178.0901897
8181,Maharashtra,2018,3,osmanabad district,240387,395725693.62582
8182,Maharashtra,2018,3,nagpur district,1215989,2003870351.0067477
8183,Maharashtra,2018,3,buldhana district,382228,573668889.9846781
8184,Maharashtra,2018,3,nashik district,1321016,2243065273.9378605
8185,Maharashtra,2018,3,akola district,186781,254195647.9550442
8186,Maharashtra,2018,3,yavatmal district,229128,325149291.3564337
8187,Maharashtra,2018,3,aurangabad district,1171650,1755607884.6928542
8188,Maharashtra,2018,3,amravati district,369988,513806091.5473285
8189,Maharashtra,2018,3,washim district,110307,150817671.91038013
8190,Maharashtra,2018,3,sangli district,427506,646572362.0955906
8191,Maharashtra,2018,3,gadchiroli district,109208,146811496.6710286
8192,Maharashtra,2018,3,raigad district,717318,1362324762.6075263
8193,Maharashtra,2018,3,palghar district,715144,1175030902.575979
8194,Maharashtra,2018,3,jalna district,279281,404800031.07746047
8195,Maharashtra,2018,3,gondia district,188257,254848811.83945072
8196,Maharashtra,2018,3,ahmednagar district,842685,1476318516.9225848
8197,Maharashtra,2018,3,pune district,7890491,12601613622.467592
8198,Maharashtra,2018,3,beed district,297477,500263881.03896874
8199,Maharashtra,2018,3,satara district,510604,742208310.461832
8200,Maharashtra,2018,4,jalgaon district,879950,1387232647.6057086
8201,Maharashtra,2018,4,latur district,628803,1044674193.1532042
8202,Maharashtra,2018,4,thane district,4198385,7592415202.123446
8203,Maharashtra,2018,4,bhandara district,245846,343102837.9086915
8204,Maharashtra,2018,4,nandurbar district,157820,281964593.4429707
8205,Maharashtra,2018,4,chandrapur district,382372,578542133.3506119
8206,Maharashtra,2018,4,kolhapur district,913594,1357184979.9570901
8207,Maharashtra,2018,4,solapur district,1266285,2368140884.7300243
8208,Maharashtra,2018,4,mumbai district,6060284,11506143747.453331
8209,Maharashtra,2018,4,sindhudurg district,114717,170841017.20947236
8210,Maharashtra,2018,4,dhule district,368312,649397538.864443
8211,Maharashtra,2018,4,wardha district,280783,395087302.242247
8212,Maharashtra,2018,4,parbhani district,308504,500061055.0887979
8213,Maharashtra,2018,4,mumbai suburban district,4635750,8268990734.490216
8214,Maharashtra,2018,4,hingoli district,176257,271534119.9286672
8215,Maharashtra,2018,4,ratnagiri district,183226,299659904.07221127
8216,Maharashtra,2018,4,nanded district,587651,997762155.7506721
8217,Maharashtra,2018,4,osmanabad district,361661,675413933.6427854
8218,Maharashtra,2018,4,nagpur district,1884842,3079870457.735389
8219,Maharashtra,2018,4,buldhana district,548395,882485735.8053899
8220,Maharashtra,2018,4,nashik district,1881354,3510737505.1936135
8221,Maharashtra,2018,4,akola district,291472,438566131.34252876
8222,Maharashtra,2018,4,yavatmal district,328480,522099654.290656
8223,Maharashtra,2018,4,aurangabad district,1685901,2758523355.9782863
8224,Maharashtra,2018,4,amravati district,546615,835558011.8434162
8225,Maharashtra,2018,4,washim district,162834,248532488.31382594
8226,Maharashtra,2018,4,sangli district,585846,988564434.293136
8227,Maharashtra,2018,4,gadchiroli district,155411,258205021.08860207
8228,Maharashtra,2018,4,raigad district,1080514,2059234953.96621
8229,Maharashtra,2018,4,palghar district,1088141,1842460037.4482036
8230,Maharashtra,2018,4,jalna district,389658,644345419.3688004
8231,Maharashtra,2018,4,gondia district,254253,379834364.616676
8232,Maharashtra,2018,4,ahmednagar district,1226980,2363347728.3655543
8233,Maharashtra,2018,4,pune district,11075153,18048884123.019882
8234,Maharashtra,2018,4,beed district,437218,815542341.0400636
8235,Maharashtra,2018,4,satara district,716956,1153996303.1116636
8236,Maharashtra,2019,1,jalgaon district,1166142,1704195097.8185358
8237,Maharashtra,2019,1,latur district,814951,1277230492.0647025
8238,Maharashtra,2019,1,thane district,6590587,10262365751.639568
8239,Maharashtra,2019,1,bhandara district,328528,426999029.54591537
8240,Maharashtra,2019,1,nandurbar district,206076,349111023.6670804
8241,Maharashtra,2019,1,chandrapur district,509133,720273330.3126861
8242,Maharashtra,2019,1,kolhapur district,1373093,1733326289.846639
8243,Maharashtra,2019,1,solapur district,1711532,2915291684.2363386
8244,Maharashtra,2019,1,mumbai district,8672352,14116666928.151258
8245,Maharashtra,2019,1,sindhudurg district,159703,216638644.27818528
8246,Maharashtra,2019,1,dhule district,481989,778664915.1311553
8247,Maharashtra,2019,1,wardha district,406198,519500777.51880926
8248,Maharashtra,2019,1,parbhani district,406124,607842380.3296355
8249,Maharashtra,2019,1,mumbai suburban district,6743762,10706972932.399765
8250,Maharashtra,2019,1,hingoli district,223427,321855147.6451644
8251,Maharashtra,2019,1,ratnagiri district,258764,398004227.60984457
8252,Maharashtra,2019,1,nanded district,817852,1239777865.9544663
8253,Maharashtra,2019,1,osmanabad district,465021,808510690.94927
8254,Maharashtra,2019,1,nagpur district,3417783,4445200035.812227
8255,Maharashtra,2019,1,buldhana district,749376,1115611509.3097343
8256,Maharashtra,2019,1,nashik district,2967544,4544409151.206467
8257,Maharashtra,2019,1,akola district,401169,573192717.506301
8258,Maharashtra,2019,1,yavatmal district,423865,637806093.7729484
8259,Maharashtra,2019,1,aurangabad district,2792378,3834151759.410431
8260,Maharashtra,2019,1,amravati district,891044,1160772454.2197258
8261,Maharashtra,2019,1,washim district,223071,316764165.2418689
8262,Maharashtra,2019,1,sangli district,817265,1229806747.846142
8263,Maharashtra,2019,1,gadchiroli district,188507,295257579.6120825
8264,Maharashtra,2019,1,raigad district,1659791,2711861730.937457
8265,Maharashtra,2019,1,palghar district,1719894,2564696463.010165
8266,Maharashtra,2019,1,jalna district,540378,829777003.2250216
8267,Maharashtra,2019,1,gondia district,318147,451807951.9655386
8268,Maharashtra,2019,1,ahmednagar district,1729326,2957722310.1799498
8269,Maharashtra,2019,1,pune district,23360634,32233517413.825317
8270,Maharashtra,2019,1,beed district,559625,961104354.072164
8271,Maharashtra,2019,1,satara district,984038,1454004270.0928822
8272,Maharashtra,2019,2,jalgaon district,1123667,1987153740.4139466
8273,Maharashtra,2019,2,latur district,821241,1532318207.0064433
8274,Maharashtra,2019,2,thane district,7530876,12313829091.41301
8275,Maharashtra,2019,2,bhandara district,329931,508608915.28491116
8276,Maharashtra,2019,2,nandurbar district,204845,406262640.20777524
8277,Maharashtra,2019,2,chandrapur district,505590,843953477.6624484
8278,Maharashtra,2019,2,kolhapur district,1253641,1952877334.6990683
8279,Maharashtra,2019,2,solapur district,1820589,3474067537.180213
8280,Maharashtra,2019,2,mumbai district,9050682,16756255698.406097
8281,Maharashtra,2019,2,sindhudurg district,168005,267975447.90514666
8282,Maharashtra,2019,2,dhule district,484195,925482256.6605688
8283,Maharashtra,2019,2,wardha district,403626,641914714.7828441
8284,Maharashtra,2019,2,parbhani district,410613,732188553.3655661
8285,Maharashtra,2019,2,mumbai suburban district,7064507,11847987142.696594
8286,Maharashtra,2019,2,hingoli district,217343,370793561.13678604
8287,Maharashtra,2019,2,ratnagiri district,278354,455259892.7583656
8288,Maharashtra,2019,2,nanded district,808316,1504083842.9634428
8289,Maharashtra,2019,2,osmanabad district,514655,1079435439.4360785
8290,Maharashtra,2019,2,nagpur district,4188658,6025414879.616595
8291,Maharashtra,2019,2,buldhana district,741166,1389178177.2008069
8292,Maharashtra,2019,2,nashik district,3923883,5791332953.556848
8293,Maharashtra,2019,2,akola district,400952,683190889.8721962
8294,Maharashtra,2019,2,yavatmal district,438803,763726559.9440769
8295,Maharashtra,2019,2,aurangabad district,3396197,4796542321.512946
8296,Maharashtra,2019,2,amravati district,1157518,1571775687.3563461
8297,Maharashtra,2019,2,washim district,226637,401545837.8404983
8298,Maharashtra,2019,2,sangli district,802674,1395547881.0637069
8299,Maharashtra,2019,2,gadchiroli district,208387,376010286.68186516
8300,Maharashtra,2019,2,raigad district,1818926,3167985278.4983797
8301,Maharashtra,2019,2,palghar district,1781149,2904323069.2694864
8302,Maharashtra,2019,2,jalna district,531441,959504219.5128636
8303,Maharashtra,2019,2,gondia district,302812,516246159.6392725
8304,Maharashtra,2019,2,ahmednagar district,1790440,3545962730.754202
8305,Maharashtra,2019,2,pune district,44795652,58398808592.1738
8306,Maharashtra,2019,2,beed district,608584,1267243984.0506415
8307,Maharashtra,2019,2,satara district,1045298,1739683085.5318732
8308,Maharashtra,2019,3,jalgaon district,1539403,2407096455.998979
8309,Maharashtra,2019,3,latur district,1113069,1822300594.3337283
8310,Maharashtra,2019,3,thane district,11231012,16108408586.919155
8311,Maharashtra,2019,3,bhandara district,431793,595245230.2846107
8312,Maharashtra,2019,3,nandurbar district,277232,483568002.77195525
8313,Maharashtra,2019,3,chandrapur district,687068,988514700.4318708
8314,Maharashtra,2019,3,kolhapur district,1767210,2378707449.775131
8315,Maharashtra,2019,3,solapur district,2841225,4598818500.230581
8316,Maharashtra,2019,3,mumbai district,10401047,19947302478.272934
8317,Maharashtra,2019,3,sindhudurg district,211699,286914091.67686176
8318,Maharashtra,2019,3,dhule district,653540,1121757551.4396381
8319,Maharashtra,2019,3,wardha district,537284,750934405.0869465
8320,Maharashtra,2019,3,parbhani district,568673,915373769.8147234
8321,Maharashtra,2019,3,mumbai suburban district,10319061,15257508401.083763
8322,Maharashtra,2019,3,hingoli district,299371,468030814.6412908
8323,Maharashtra,2019,3,ratnagiri district,366958,511184959.7325049
8324,Maharashtra,2019,3,nanded district,1095647,1849133738.7942169
8325,Maharashtra,2019,3,osmanabad district,719297,1287888230.2909613
8326,Maharashtra,2019,3,nagpur district,6165553,7727440587.3605995
8327,Maharashtra,2019,3,buldhana district,960929,1646026619.5970416
8328,Maharashtra,2019,3,nashik district,7028066,8460253081.126099
8329,Maharashtra,2019,3,akola district,545110,804373588.7548958
8330,Maharashtra,2019,3,yavatmal district,597079,910273809.8689439
8331,Maharashtra,2019,3,aurangabad district,5823390,6977918217.050415
8332,Maharashtra,2019,3,amravati district,1801245,2115345246.2347875
8333,Maharashtra,2019,3,washim district,302180,468356873.8423509
8334,Maharashtra,2019,3,sangli district,1106146,1679396554.4795327
8335,Maharashtra,2019,3,gadchiroli district,278888,454327510.01170886
8336,Maharashtra,2019,3,raigad district,2748252,4158566617.3787413
8337,Maharashtra,2019,3,palghar district,2699901,3821592289.5796437
8338,Maharashtra,2019,3,jalna district,855316,1308056579.4848018
8339,Maharashtra,2019,3,gondia district,397041,622169383.2018278
8340,Maharashtra,2019,3,ahmednagar district,2826165,4766032718.090915
8341,Maharashtra,2019,3,pune district,67093416,78128868958.397
8342,Maharashtra,2019,3,beed district,855427,1592813356.4192545
8343,Maharashtra,2019,3,satara district,1590888,2197006792.497435
8344,Maharashtra,2019,4,jalgaon district,2235555,3522575733.969164
8345,Maharashtra,2019,4,latur district,1574163,2684939406.6432924
8346,Maharashtra,2019,4,thane district,13830713,20280076921.035427
8347,Maharashtra,2019,4,bhandara district,556898,805259870.3223202
8348,Maharashtra,2019,4,nandurbar district,384764,683745126.3967273
8349,Maharashtra,2019,4,chandrapur district,909203,1375587784.4403105
8350,Maharashtra,2019,4,kolhapur district,2441776,3475989478.1149535
8351,Maharashtra,2019,4,solapur district,3759589,6462184396.413737
8352,Maharashtra,2019,4,mumbai district,14329105,29174555412.502365
8353,Maharashtra,2019,4,sindhudurg district,254829,370375053.0404189
8354,Maharashtra,2019,4,dhule district,960516,1668923516.7419007
8355,Maharashtra,2019,4,wardha district,660720,983370585.2997658
8356,Maharashtra,2019,4,parbhani district,798141,1325863293.0764506
8357,Maharashtra,2019,4,mumbai suburban district,12837253,20156220719.157547
8358,Maharashtra,2019,4,hingoli district,400633,652664241.1906353
8359,Maharashtra,2019,4,ratnagiri district,446975,659536071.5299144
8360,Maharashtra,2019,4,nanded district,1570164,2661286483.782838
8361,Maharashtra,2019,4,osmanabad district,1031345,1878342242.4175327
8362,Maharashtra,2019,4,nagpur district,8223885,10735621488.951063
8363,Maharashtra,2019,4,buldhana district,1362337,2461875481.2815948
8364,Maharashtra,2019,4,nashik district,10054198,12613474576.88743
8365,Maharashtra,2019,4,akola district,790624,1176167689.9178164
8366,Maharashtra,2019,4,yavatmal district,814563,1288427242.8575473
8367,Maharashtra,2019,4,aurangabad district,8161133,10014948231.036003
8368,Maharashtra,2019,4,amravati district,2436587,3104891522.492619
8369,Maharashtra,2019,4,washim district,485744,824112268.4689127
8370,Maharashtra,2019,4,sangli district,1588563,2481750506.8464704
8371,Maharashtra,2019,4,gadchiroli district,351716,594431236.2992276
8372,Maharashtra,2019,4,raigad district,3562595,5355626917.650449
8373,Maharashtra,2019,4,palghar district,3271051,4907450613.265228
8374,Maharashtra,2019,4,jalna district,1196313,1920892462.687704
8375,Maharashtra,2019,4,gondia district,514670,826397018.9859416
8376,Maharashtra,2019,4,ahmednagar district,4236391,7088367322.63547
8377,Maharashtra,2019,4,pune district,91666565,103270644868.1607
8378,Maharashtra,2019,4,beed district,1213228,2276197458.918973
8379,Maharashtra,2019,4,satara district,2348115,3231655556.129589
8380,Maharashtra,2020,1,jalgaon district,2925407,4531030323.571831
8381,Maharashtra,2020,1,latur district,2119578,3427202030.1985974
8382,Maharashtra,2020,1,thane district,15699451,22551048276.307404
8383,Maharashtra,2020,1,bhandara district,687372,1008982164.7536879
8384,Maharashtra,2020,1,nandurbar district,509151,911013926.0063801
8385,Maharashtra,2020,1,chandrapur district,1186408,1689623389.5389361
8386,Maharashtra,2020,1,kolhapur district,3119430,4306037466.56257
8387,Maharashtra,2020,1,solapur district,4939298,8556069047.344244
8388,Maharashtra,2020,1,mumbai district,4716907,8325816941.590815
8389,Maharashtra,2020,1,sindhudurg district,322511,452020116.20096815
8390,Maharashtra,2020,1,dhule district,1264091,2087577880.1260333
8391,Maharashtra,2020,1,wardha district,806699,1183933213.2697446
8392,Maharashtra,2020,1,parbhani district,1045807,1692841975.4158022
8393,Maharashtra,2020,1,mumbai suburban district,23598054,40462122569.6479
8394,Maharashtra,2020,1,hingoli district,519908,822174351.2362058
8395,Maharashtra,2020,1,ratnagiri district,588589,815643605.7506857
8396,Maharashtra,2020,1,nanded district,2043375,3378753900.7060986
8397,Maharashtra,2020,1,osmanabad district,1418537,2444615225.090246
8398,Maharashtra,2020,1,nagpur district,10765004,15125508374.006687
8399,Maharashtra,2020,1,buldhana district,1755077,3173978679.5048704
8400,Maharashtra,2020,1,nashik district,12019521,15505749977.367249
8401,Maharashtra,2020,1,akola district,964703,1401166452.6958332
